yymmdd,year,month,day,day_of_year,Depth,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,BAC,PP
1993-02-09,1993,2,9,40,1.0,0.273,20.22,36.67,217.4,0.0,0.0,23.45,5.07,0.013,4.5,2.91
1993-02-09,1993,2,9,40,20.0,0.283,20.152,36.666,216.9,0.0,0.0,25.11,5.32,0.011,4.3,5.81
1993-02-09,1993,2,9,40,40.0,0.283,20.151,36.668,216.9,0.0,0.0,25.94,5.52,0.011,4.3,5.99
1993-02-09,1993,2,9,40,60.0,0.341,20.133,36.679,215.7,0.0,0.0,22.13,4.81,0.012,6.2,3.14
1993-02-09,1993,2,9,40,80.0,0.312,20.144,36.679,214.6,0.0,0.0,21.24,4.62,0.012,5.8,1.13
1993-02-09,1993,2,9,40,100.0,0.244,20.122,36.682,218.2,0.13,0.0,17.21,3.54,0.011,4.8,0.49
1993-02-09,1993,2,9,40,120.0,0.097,19.982,36.669,209.5,0.83,0.0,8.87,2.02,0.011,4.7,0.12
1993-02-09,1993,2,9,40,140.0,0.019,19.14,36.624,197.0,2.41,0.08,11.26,2.2,0.007,3.9,0.08
1993-03-30,1993,3,30,89,1.0,0.068,20.335,36.703,224.2,0.0,0.0,26.46,4.93,0.011,5.2,4.53
1993-03-30,1993,3,30,89,20.0,0.068,20.133,36.709,225.1,0.0,0.0,25.31,4.6,0.011,5.6,1.16
1993-03-30,1993,3,30,89,40.0,0.097,19.968,36.71,225.4,0.0,0.0,26.23,4.73,0.011,5.8,2.11
1993-03-30,1993,3,30,89,60.0,0.195,19.909,36.705,225.5,0.0,0.0,29.59,5.13,0.013,6.4,4.06
1993-03-30,1993,3,30,89,80.0,0.244,19.794,36.696,224.0,0.0,0.0,24.88,5.5,0.013,5.5,6.66
1993-03-30,1993,3,30,89,100.0,0.312,19.429,36.653,223.7,0.0,0.0,24.13,5.86,0.011,6.0,1.26
1993-03-30,1993,3,30,89,120.0,0.175,19.055,36.62,198.5,1.75,0.0,15.85,3.66,0.011,3.3,1.15
1993-03-30,1993,3,30,89,140.0,0.078,18.938,36.612,199.9,2.5,0.07,9.1,2.33,0.005,2.4,0.24
1993-04-14,1993,4,14,104,1.0,0.068,20.815,36.753,222.7,0.0,0.0,16.93,2.9,0.01,4.7,2.87
1993-04-14,1993,4,14,104,20.0,0.068,20.806,36.751,222.9,0.0,0.0,19.66,3.44,0.01,4.5,4.46
1993-04-14,1993,4,14,104,40.0,0.068,20.773,36.749,222.5,0.0,0.0,17.0,2.93,0.008,4.8,3.84
1993-04-14,1993,4,14,104,60.0,0.068,20.767,36.748,222.5,0.0,0.0,15.27,2.54,0.008,5.3,3.87
1993-04-14,1993,4,14,104,80.0,0.117,20.415,36.726,225.7,0.0,0.0,24.21,4.27,0.008,5.9,4.19
1993-04-14,1993,4,14,104,100.0,0.224,20.143,36.718,222.0,0.0,0.0,20.91,4.07,0.011,5.6,5.08
1993-04-14,1993,4,14,104,120.0,0.224,19.575,36.674,222.0,0.0,0.0,20.91,4.07,0.011,5.6,1.38
1993-04-14,1993,4,14,104,140.0,0.097,19.308,36.631,211.5,1.1,0.0,10.39,2.23,0.006,2.7,0.65
1993-05-09,1993,5,9,129,1.0,0.098,21.55,36.542,226.4,0.0,0.08,35.7,4.99,0.015,5.8,4.73
1993-05-09,1993,5,9,129,80.0,0.283,19.106,36.603,219.8,1.23,0.13,40.25,7.95,0.011,6.2,3.1
1993-05-09,1993,5,9,129,100.0,0.575,19.029,36.603,218.8,1.3,0.05,26.8,5.12,0.006,4.9,0.31
1993-05-09,1993,5,9,129,120.0,0.575,19.029,36.603,218.8,1.3,0.05,26.8,5.12,0.006,4.9,0.09
1993-05-09,1993,5,9,129,140.0,0.019,18.729,36.595,216.8,1.91,0.15,10.29,2.09,0.006,3.6,-0.02
1993-06-14,1993,6,14,165,1.0,0.049,23.619,36.697,209.7,0.0,0.0,22.79,3.51,0.017,4.6,2.69
1993-06-14,1993,6,14,165,20.0,0.049,23.9,36.759,209.9,0.0,0.0,27.29,3.71,0.016,4.5,2.56
1993-06-14,1993,6,14,165,40.0,0.068,22.339,36.67,220.8,0.0,0.0,27.83,4.16,0.016,6.1,2.13
1993-06-14,1993,6,14,165,60.0,0.136,20.798,36.649,227.9,0.0,0.0,35.39,5.87,0.023,6.6,1.31
1993-06-14,1993,6,14,165,80.0,0.253,20.107,36.62,226.7,0.0,0.0,28.0,5.14,0.023,6.7,1.04
1993-06-14,1993,6,14,165,100.0,0.283,19.485,36.618,222.8,0.0,0.0,29.0,4.95,0.019,4.6,0.83
1993-06-14,1993,6,14,165,120.0,0.185,19.283,36.611,210.5,0.88,0.0,29.0,4.95,0.019,3.4,0.39
1993-06-14,1993,6,14,165,140.0,0.185,19.089,36.611,209.3,1.58,0.05,17.23,2.24,0.01,2.5,0.13
1993-07-13,1993,7,13,194,1.0,0.039,26.97,36.743,205.7,0.0,0.06,24.17,3.22,0.014,5.2,3.29
1993-07-13,1993,7,13,194,20.0,0.039,25.421,36.693,215.5,0.0,0.06,25.3,3.42,0.014,5.7,2.83
1993-07-13,1993,7,13,194,40.0,0.049,23.271,36.634,227.4,0.0,0.0,30.48,4.27,0.014,6.6,2.97
1993-07-13,1993,7,13,194,60.0,0.078,20.756,36.694,234.3,0.0,0.06,26.39,3.67,0.013,6.6,3.11
1993-07-13,1993,7,13,194,80.0,0.136,20.319,36.684,226.2,0.0,0.06,24.48,3.74,0.013,6.0,2.21
1993-07-13,1993,7,13,194,100.0,0.205,19.727,36.665,217.4,0.0,0.0,25.1,4.41,0.011,5.1,1.33
1993-07-13,1993,7,13,194,120.0,0.283,19.287,36.627,212.1,0.3,0.0,17.58,3.55,0.011,4.7,1.36
1993-07-13,1993,7,13,194,140.0,0.097,19.075,36.611,198.7,1.42,0.08,17.46,3.15,0.008,4.0,0.46
1993-08-18,1993,8,18,230,1.0,0.059,27.462,36.645,200.3,0.0,0.04,18.91,2.72,0.007,4.2,2.16
1993-08-18,1993,8,18,230,20.0,0.068,27.218,36.676,210.6,0.0,0.0,20.84,3.05,0.004,4.6,1.19
1993-08-18,1993,8,18,230,40.0,0.068,23.986,36.729,228.3,0.0,0.0,27.88,3.69,0.004,7.0,0.62
1993-08-18,1993,8,18,230,60.0,0.117,21.882,36.702,236.8,0.0,0.0,28.38,3.88,0.01,8.0,1.2
1993-08-18,1993,8,18,230,80.0,0.137,21.405,36.693,232.3,0.0,0.0,26.18,4.07,0.01,7.7,0.6
1993-08-18,1993,8,18,230,100.0,0.156,20.505,36.691,216.4,0.0,0.0,17.81,3.24,0.009,6.3,0.38
1993-08-18,1993,8,18,230,120.0,0.136,19.815,36.663,213.0,0.0,0.0,16.63,2.72,0.009,4.6,0.2
1993-08-18,1993,8,18,230,140.0,0.078,19.253,36.632,198.4,0.43,0.0,11.76,1.82,0.006,3.7,0.16
1993-09-14,1993,9,14,257,1.0,0.049,27.135,36.416,203.0,0.0,0.05,25.86,4.18,0.008,4.1,4.94
1993-09-14,1993,9,14,257,20.0,0.078,27.134,36.416,201.9,0.0,0.0,23.48,3.99,0.008,3.8,4.43
1993-09-14,1993,9,14,257,40.0,0.098,23.295,36.567,226.2,0.0,0.0,28.74,4.89,0.008,6.2,4.67
1993-09-14,1993,9,14,257,60.0,0.127,22.437,36.601,225.0,0.0,0.0,28.89,4.89,0.011,6.5,4.64
1993-09-14,1993,9,14,257,80.0,0.185,20.198,36.609,210.5,0.0,0.04,45.4,8.72,0.011,7.5,6.12
1993-09-14,1993,9,14,257,100.0,0.283,20.364,36.64,206.4,0.63,0.0,22.29,4.32,0.011,5.1,1.27
1993-09-14,1993,9,14,257,120.0,0.136,19.855,36.64,202.3,1.56,0.07,15.0,3.17,0.011,3.8,0.37
1993-09-14,1993,9,14,257,140.0,0.088,18.855,36.597,203.4,1.88,0.1,10.31,1.72,0.004,2.6,0.07
1993-10-12,1993,10,12,285,1.0,0.078,25.955,36.438,204.1,0.0,0.0,21.54,3.86,0.007,4.8,4.29
1993-10-12,1993,10,12,285,20.0,0.098,25.944,36.433,203.0,0.0,0.0,22.77,4.58,0.007,6.4,4.21
1993-10-12,1993,10,12,285,40.0,0.137,23.627,36.586,227.4,0.0,0.0,31.25,5.55,0.007,5.9,5.16
1993-10-12,1993,10,12,285,60.0,0.185,21.731,36.63,220.9,0.0,0.0,28.14,5.48,0.01,7.6,2.37
1993-10-12,1993,10,12,285,80.0,0.214,20.055,36.637,226.6,0.0,0.0,15.04,3.0,0.01,7.0,1.32
1993-10-12,1993,10,12,285,100.0,0.175,19.336,36.629,208.7,0.28,0.0,22.74,4.57,0.006,4.1,0.81
1993-10-12,1993,10,12,285,120.0,0.049,19.139,36.624,202.3,1.63,0.05,14.43,3.0,0.006,2.9,0.19
1993-10-12,1993,10,12,285,140.0,0.049,18.88,36.613,203.2,2.16,0.08,14.18,2.03,0.005,2.4,0.04
1993-11-09,1993,11,9,313,1.0,0.049,24.949,36.526,209.4,0.0,0.0,21.27,3.47,0.007,5.2,3.24
1993-11-09,1993,11,9,313,20.0,0.059,24.823,36.502,207.8,0.0,0.0,19.28,3.73,0.007,6.0,4.29
1993-11-09,1993,11,9,313,40.0,0.068,24.833,36.516,207.4,0.0,0.0,28.59,4.32,0.007,5.4,3.82
1993-11-09,1993,11,9,313,60.0,0.117,22.975,36.598,241.8,0.0,0.0,28.82,5.04,0.009,7.9,3.19
1993-11-09,1993,11,9,313,80.0,0.185,21.054,36.628,237.8,0.0,0.0,20.94,3.99,0.009,6.0,2.07
1993-11-09,1993,11,9,313,100.0,0.185,19.966,36.626,228.6,0.0,0.0,16.54,3.66,0.008,5.0,1.1
1993-11-09,1993,11,9,313,120.0,0.146,19.322,36.603,211.4,0.0,0.0,16.79,3.4,0.008,4.3,0.46
1993-11-09,1993,11,9,313,140.0,0.078,18.878,36.587,200.3,0.83,0.0,7.82,1.89,0.005,3.7,0.17
1994-02-18,1994,2,18,49,1.0,0.136,20.358,36.612,222.0,0.0,0.0,22.62,4.24,0.011,5.5,5.53
1994-02-18,1994,2,18,49,20.0,0.166,20.387,36.616,222.5,0.0,0.0,33.95,7.23,0.009,5.3,5.51
1994-02-18,1994,2,18,49,40.0,0.263,20.174,36.588,223.5,0.0,0.0,30.68,6.12,0.009,5.0,4.71
1994-02-18,1994,2,18,49,60.0,0.282,20.17,36.589,222.8,0.0,0.0,38.36,7.78,0.011,5.8,3.27
1994-02-18,1994,2,18,49,80.0,0.214,20.166,36.589,222.8,0.0,0.0,25.07,5.77,0.013,6.0,1.12
1994-02-18,1994,2,18,49,100.0,0.214,20.122,36.578,222.3,0.06,0.0,26.68,5.56,0.013,6.0,0.39
1994-02-18,1994,2,18,49,120.0,0.049,19.777,36.556,218.7,0.58,0.0,10.74,2.64,0.013,4.0,0.1
1994-02-18,1994,2,18,49,140.0,0.039,19.673,36.553,218.8,0.85,0.0,12.13,2.92,0.006,4.5,0.05
1995-12-15,1995,12,15,349,1.0,0.134,21.846,36.588,214.9,0.0,0.0,35.69,6.16,0.013,3.5,3.15
1995-12-15,1995,12,15,349,20.0,0.124,21.721,36.576,215.3,0.0,0.0,24.43,4.35,0.015,5.2,5.36
1995-12-15,1995,12,15,349,40.0,0.154,21.665,36.582,215.6,0.0,0.0,25.49,4.35,0.012,4.8,4.06
1995-12-15,1995,12,15,349,60.0,0.178,21.635,36.572,215.7,0.0,0.0,25.46,4.56,0.011,5.3,2.06
1995-12-15,1995,12,15,349,80.0,0.232,21.636,36.573,215.6,0.0,0.0,22.01,4.7,0.012,5.0,1.53
1995-12-15,1995,12,15,349,100.0,0.106,21.473,36.594,213.7,0.11,0.0,15.84,3.25,0.011,3.4,0.37
1995-12-15,1995,12,15,349,120.0,0.077,20.896,36.636,211.4,0.37,0.0,13.61,3.11,0.008,2.6,0.29
1995-12-15,1995,12,15,349,140.0,0.057,20.152,36.643,207.7,0.85,0.04,10.64,2.21,0.004,2.4,0.03
1996-01-30,1996,1,30,30,1.0,0.293,19.333,36.66,224.8,0.24,0.0,35.3,6.09,0.018,2.9,11.2
1996-01-30,1996,1,30,30,20.0,0.354,19.209,36.652,224.8,0.24,0.0,34.99,5.9,0.024,3.8,13.06
1996-01-30,1996,1,30,30,40.0,0.366,19.274,36.659,224.1,0.31,0.0,39.35,6.7,0.022,3.8,6.44
1996-01-30,1996,1,30,30,60.0,0.305,19.246,36.655,223.6,0.41,0.0,25.6,4.97,0.022,3.8,2.17
1996-01-30,1996,1,30,30,80.0,0.257,19.241,36.655,223.1,0.45,0.0,23.72,4.63,0.015,3.2,0.74
1996-01-30,1996,1,30,30,100.0,0.139,19.22,36.659,222.1,0.6,0.04,18.15,3.76,0.012,2.3,0.17
1996-01-30,1996,1,30,30,120.0,0.12,19.211,36.662,221.1,0.66,0.0,15.95,3.17,0.016,3.2,0.02
1996-01-30,1996,1,30,30,140.0,0.163,19.217,36.664,221.7,0.66,0.0,18.97,3.5,0.013,3.3,0.0
1996-02-15,1996,2,15,46,1.0,0.0,19.08,36.655,225.7,0.52,0.0,29.5,0.0,0.023,3.2,8.32
1996-02-15,1996,2,15,46,20.0,0.342,19.435,36.75,225.3,0.49,0.0,32.86,5.82,0.017,4.2,12.11
1996-02-15,1996,2,15,46,40.0,0.366,19.168,36.688,224.5,0.51,0.0,31.84,5.69,0.024,2.7,10.56
1996-02-15,1996,2,15,46,60.0,0.33,19.003,36.644,223.9,0.56,0.0,28.02,4.66,0.015,3.5,3.57
1996-02-15,1996,2,15,46,80.0,0.281,19.057,36.645,223.7,0.57,0.0,30.63,5.3,0.018,3.5,1.15
1996-02-15,1996,2,15,46,100.0,0.33,19.059,36.645,223.6,0.56,0.0,26.77,5.17,0.013,2.9,0.3
1996-02-15,1996,2,15,46,120.0,0.268,19.024,36.649,223.4,0.6,0.0,24.41,4.66,0.021,4.2,0.06
1996-02-15,1996,2,15,46,140.0,0.305,19.047,36.646,223.7,0.49,0.0,24.19,4.85,0.01,4.5,-0.01
1996-02-28,1996,2,28,59,1.0,0.281,19.463,36.723,222.8,0.22,0.0,26.43,4.84,0.015,3.6,4.93
1996-02-28,1996,2,28,59,20.0,0.305,19.197,36.72,222.6,0.22,0.0,32.42,5.76,0.018,4.7,8.45
1996-02-28,1996,2,28,59,40.0,0.366,19.203,36.719,222.5,0.23,0.0,31.95,5.3,0.012,3.3,6.89
1996-02-28,1996,2,28,59,60.0,0.428,19.2,36.719,222.3,0.24,0.0,29.63,5.43,0.018,4.7,1.79
1996-02-28,1996,2,28,59,80.0,0.342,19.201,36.719,221.9,0.27,0.0,23.62,3.12,0.015,5.0,0.32
1996-02-28,1996,2,28,59,100.0,0.366,19.206,36.72,221.6,0.28,0.0,21.66,4.51,0.015,2.4,0.08
1996-02-28,1996,2,28,59,120.0,0.305,19.205,36.718,221.4,0.28,0.0,25.88,5.48,0.013,4.7,2.2
1996-02-28,1996,2,28,59,140.0,0.268,19.208,36.718,221.4,0.28,0.0,23.54,4.64,0.018,3.8,0.78
1996-03-15,1996,3,15,75,1.0,0.087,20.065,36.716,222.0,0.0,0.0,24.59,4.38,0.009,4.1,4.41
1996-03-15,1996,3,15,75,20.0,0.106,19.908,36.711,222.2,0.0,0.0,27.13,4.45,0.01,5.5,6.1
1996-03-15,1996,3,15,75,40.0,0.144,19.883,36.71,221.2,0.0,0.0,32.21,5.77,0.011,4.2,5.26
1996-03-15,1996,3,15,75,60.0,0.378,19.738,36.701,211.4,0.53,0.0,37.74,6.77,0.021,3.6,7.04
1996-03-15,1996,3,15,75,80.0,0.232,19.269,36.662,210.7,0.83,0.0,18.59,3.4,0.012,3.1,4.12
1996-03-15,1996,3,15,75,100.0,0.232,19.145,36.685,222.1,0.43,0.0,24.94,5.25,0.014,3.9,0.92
1996-03-15,1996,3,15,75,120.0,0.087,19.098,36.675,220.9,0.58,0.0,13.23,2.61,0.015,4.0,0.12
1996-03-15,1996,3,15,75,140.0,0.033,19.074,36.67,219.3,0.75,0.0,10.97,1.88,0.005,4.0,0.03
1996-03-28,1996,3,28,88,1.0,0.163,20.025,36.728,222.4,0.0,0.0,28.88,4.53,0.008,4.3,12.61
1996-03-28,1996,3,28,88,40.0,0.428,19.609,36.72,222.4,0.0,0.0,42.05,7.07,0.011,2.5,13.1
1996-03-28,1996,3,28,88,60.0,0.378,19.297,36.687,223.4,0.0,0.0,37.62,6.94,0.015,3.6,12.6
1996-03-28,1996,3,28,88,80.0,0.391,19.279,36.712,224.3,0.0,0.0,33.96,6.29,0.01,5.1,4.23
1996-03-28,1996,3,28,88,100.0,0.268,19.252,36.704,222.0,0.19,0.0,22.1,4.79,0.006,4.5,1.2
1996-03-28,1996,3,28,88,120.0,0.091,19.015,36.661,217.5,0.73,0.0,14.76,2.84,0.01,3.2,0.0
1996-03-28,1996,3,28,88,140.0,0.091,19.042,36.673,216.6,0.91,0.0,9.57,2.32,0.011,4.1,0.01
1996-04-23,1996,4,23,114,1.0,0.065,20.507,36.665,232.1,0.0,0.0,41.33,6.17,0.022,6.1,9.52
1996-04-23,1996,4,23,114,80.0,0.467,18.539,36.594,223.7,0.86,0.0,26.76,5.56,0.018,8.0,0.85
1996-04-23,1996,4,23,114,100.0,0.147,18.438,36.584,222.9,0.99,0.0,15.87,3.31,0.011,6.5,0.02
1996-04-23,1996,4,23,114,120.0,0.091,18.413,36.584,220.6,1.34,0.04,15.2,3.11,0.009,6.0,0.1
1996-04-23,1996,4,23,114,140.0,0.052,18.288,36.552,215.9,1.93,0.07,12.34,2.77,0.01,4.7,-0.06
1996-05-07,1996,5,7,128,1.0,0.065,21.832,36.709,220.3,0.0,0.0,35.04,5.81,0.014,6.5,6.06
1996-05-07,1996,5,7,128,20.0,0.06,21.128,36.77,225.2,0.0,0.0,35.83,6.02,0.013,9.1,4.8
1996-05-07,1996,5,7,128,40.0,0.069,20.062,36.706,221.1,0.0,0.0,30.32,5.05,0.01,5.5,2.79
1996-05-07,1996,5,7,128,60.0,0.157,19.679,36.693,220.0,0.0,0.0,43.34,8.08,0.014,6.4,3.72
1996-05-07,1996,5,7,128,140.0,0.104,18.591,36.605,214.5,1.98,0.07,11.1,2.44,0.009,5.3,-0.04
1996-06-11,1996,6,11,163,1.0,0.036,24.648,36.499,209.1,0.0,0.0,29.21,4.87,0.009,4.3,4.88
1996-06-11,1996,6,11,163,20.0,0.049,23.019,36.551,220.5,0.0,0.0,32.97,5.51,0.009,6.6,4.48
1996-06-11,1996,6,11,163,40.0,0.061,21.158,36.747,225.3,0.0,0.0,35.24,5.65,0.012,5.3,4.22
1996-06-11,1996,6,11,163,60.0,0.091,20.317,36.718,223.2,0.0,0.0,35.74,5.94,0.012,5.7,3.7
1996-06-11,1996,6,11,163,80.0,0.148,19.673,36.644,221.8,0.0,0.0,36.97,6.65,0.014,7.1,3.25
1996-06-11,1996,6,11,163,100.0,0.272,19.263,36.653,215.4,0.38,0.0,31.48,6.65,0.012,5.4,2.76
1996-06-11,1996,6,11,163,120.0,0.158,18.854,36.639,209.7,1.26,0.0,20.13,4.59,0.01,4.7,0.72
1996-06-11,1996,6,11,163,140.0,0.074,18.752,36.61,204.7,2.32,0.09,12.01,2.81,0.005,3.0,0.13
1996-07-09,1996,7,9,191,1.0,0.059,26.369,36.408,203.3,0.0,0.0,35.27,5.99,0.012,3.8,10.17
1996-07-09,1996,7,9,191,21.0,0.065,24.55,36.407,205.0,0.0,0.0,44.76,6.57,0.013,5.0,8.51
1996-07-09,1996,7,9,191,40.0,0.083,22.566,36.606,223.6,0.0,0.0,41.24,6.57,0.015,6.0,6.51
1996-07-09,1996,7,9,191,60.0,0.134,20.695,36.682,220.8,0.0,0.0,35.25,6.38,0.013,5.3,6.29
1996-07-09,1996,7,9,191,80.0,0.363,19.751,36.64,215.5,0.23,0.0,40.75,7.98,0.016,4.7,2.74
1996-07-09,1996,7,9,191,100.0,0.117,19.124,36.634,193.4,2.63,0.14,23.62,5.47,0.012,2.4,2.51
1996-08-06,1996,8,6,219,1.0,0.025,28.305,36.534,197.3,0.0,0.0,18.26,3.26,0.006,4.0,6.06
1996-08-06,1996,8,6,219,20.0,0.033,27.95,36.518,195.8,0.0,0.0,22.13,3.65,0.01,5.1,4.16
1996-08-06,1996,8,6,219,40.0,0.069,23.33,36.644,232.7,0.0,0.0,34.65,6.5,0.01,5.9,5.85
1996-08-06,1996,8,6,219,60.0,0.095,21.506,36.646,230.6,0.0,0.0,29.56,4.88,0.012,4.9,4.4
1996-08-06,1996,8,6,219,80.0,0.17,20.078,36.688,212.5,0.0,0.0,32.06,6.31,0.009,6.4,2.77
1996-08-06,1996,8,6,219,100.0,0.158,19.392,36.653,211.5,0.11,0.0,17.87,4.17,0.011,4.3,2.41
1996-08-06,1996,8,6,219,120.0,0.056,18.939,36.631,204.3,1.04,0.0,11.03,2.55,0.009,2.8,0.97
1996-08-06,1996,8,6,219,140.0,0.042,18.789,36.616,203.0,1.88,0.06,5.85,1.57,0.004,2.4,0.13
1996-09-03,1996,9,3,247,1.0,0.0,28.213,36.529,197.3,0.0,0.0,21.75,0.0,0.01,4.7,4.02
1996-09-03,1996,9,3,247,20.0,0.036,27.846,36.5,197.2,0.0,0.0,24.32,3.74,0.018,4.7,4.82
1996-09-03,1996,9,3,247,40.0,0.052,24.219,36.585,230.1,0.0,0.0,34.89,5.85,0.015,5.5,6.05
1996-09-03,1996,9,3,247,60.0,0.083,21.755,36.659,231.8,0.0,0.0,33.26,5.06,0.012,6.3,4.58
1996-09-03,1996,9,3,247,80.0,0.125,20.32,36.665,222.2,0.0,0.0,36.49,5.99,0.011,6.3,2.76
1996-09-03,1996,9,3,247,100.0,0.147,19.406,36.635,214.7,0.06,0.0,22.93,4.53,0.009,4.2,1.4
1996-09-03,1996,9,3,247,120.0,0.056,18.825,36.61,206.2,1.28,0.0,25.58,3.01,0.006,2.4,0.79
1996-09-03,1996,9,3,247,140.0,0.039,18.645,36.598,204.6,2.34,0.1,11.93,2.49,0.003,2.4,0.25
1996-10-09,1996,10,9,283,1.0,0.044,26.331,36.631,201.4,0.0,0.0,22.43,3.58,0.008,3.6,4.81
1996-10-09,1996,10,9,283,21.0,0.046,26.3,36.669,201.4,0.0,0.0,25.76,4.32,0.01,4.2,4.99
1996-10-09,1996,10,9,283,40.0,0.055,26.308,36.774,202.2,0.0,0.0,25.36,4.11,0.011,4.5,5.27
1996-10-09,1996,10,9,283,60.0,0.109,22.482,36.715,243.4,0.0,0.0,26.35,4.58,0.01,6.6,5.23
1996-10-09,1996,10,9,283,80.0,0.139,20.153,36.673,227.9,0.0,0.0,21.76,3.91,0.011,6.8,3.27
1996-10-09,1996,10,9,283,100.0,0.102,19.183,36.632,213.2,0.0,0.0,19.35,3.65,0.007,3.5,1.43
1996-10-09,1996,10,9,283,120.0,0.048,18.929,36.622,202.0,1.29,0.04,13.74,2.11,0.006,2.5,0.43
1996-10-09,1996,10,9,283,140.0,0.039,18.703,36.599,204.7,1.87,0.09,16.62,2.37,0.002,2.6,0.28
1996-11-06,1996,11,6,311,1.0,0.044,23.75,36.646,210.6,0.0,0.0,24.53,3.91,0.01,4.8,4.54
1996-11-06,1996,11,6,311,21.0,0.055,23.675,36.645,211.1,0.0,0.0,26.95,4.04,0.008,4.0,4.24
1996-11-06,1996,11,6,311,40.0,0.058,23.601,36.641,211.5,0.0,0.0,25.01,3.7,0.005,2.2,3.71
1996-11-06,1996,11,6,311,60.0,0.1,20.61,36.649,234.5,0.0,0.0,27.8,4.32,0.008,5.9,2.53
1996-11-06,1996,11,6,311,80.0,0.109,19.337,36.615,223.2,0.0,0.0,17.63,2.14,0.006,3.8,1.89
1996-11-06,1996,11,6,311,100.0,0.06,18.757,36.598,208.2,0.71,0.0,20.26,2.89,0.011,3.4,0.67
1996-11-06,1996,11,6,311,120.0,0.035,18.552,36.586,207.2,2.01,0.06,13.28,1.87,0.005,2.5,0.42
1996-11-06,1996,11,6,311,140.0,0.029,18.459,36.577,207.9,2.53,0.09,17.5,1.59,0.01,2.1,0.11
1997-01-14,1997,1,14,14,1.0,0.158,20.744,36.752,217.5,0.0,0.0,23.49,4.23,0.011,3.1,7.28
1997-01-14,1997,1,14,14,20.0,0.17,20.747,36.752,217.8,0.0,0.0,24.37,4.09,0.012,2.8,5.25
1997-01-14,1997,1,14,14,40.0,0.158,20.749,36.751,217.7,0.0,0.0,20.28,3.69,0.016,2.4,2.26
1997-01-14,1997,1,14,14,60.0,0.158,20.747,36.751,218.0,0.0,0.0,22.04,3.35,0.012,2.4,0.91
1997-01-14,1997,1,14,14,80.0,0.147,20.716,36.735,216.9,0.0,0.0,20.63,3.69,0.014,2.7,0.2
1997-01-14,1997,1,14,14,100.0,0.125,20.722,36.736,216.4,0.07,0.0,19.93,3.63,0.013,2.0,0.03
1997-01-14,1997,1,14,14,120.0,0.056,20.59,36.752,208.8,0.32,0.0,15.69,2.68,0.016,2.5,-0.03
1997-01-14,1997,1,14,14,140.0,0.06,20.042,36.742,199.1,0.6,0.0,12.99,1.81,0.005,3.7,-0.08
1997-01-28,1997,1,28,28,1.0,0.249,20.379,36.813,217.6,0.07,0.0,27.61,5.22,0.011,4.1,12.16
1997-01-28,1997,1,28,28,20.0,0.226,20.36,36.812,217.9,0.09,0.0,33.11,5.74,0.011,5.0,12.9
1997-01-28,1997,1,28,28,40.0,0.192,20.363,36.813,217.8,0.09,0.0,36.36,5.61,0.012,4.1,8.66
1997-01-28,1997,1,28,28,60.0,0.238,20.371,36.813,217.5,0.09,0.0,35.85,5.35,0.013,5.3,3.12
1997-01-28,1997,1,28,28,80.0,0.226,20.358,36.81,217.2,0.11,0.0,32.7,5.93,0.013,4.9,0.96
1997-01-28,1997,1,28,28,100.0,0.215,20.346,36.805,216.8,0.12,0.0,26.59,5.08,0.015,5.3,0.24
1997-01-28,1997,1,28,28,120.0,0.044,19.4,36.663,205.3,1.2,0.0,21.12,3.08,0.007,3.5,-0.03
1997-01-28,1997,1,28,28,140.0,0.023,18.709,36.593,198.7,2.37,0.08,8.86,2.04,0.006,2.5,-0.08
1997-02-07,1997,2,7,38,1.0,0.06,21.063,36.792,219.4,0.0,0.0,23.86,3.36,0.007,4.3,4.76
1997-02-07,1997,2,7,38,20.0,0.065,20.966,36.794,219.2,0.0,0.0,23.55,3.94,0.011,4.3,3.92
1997-02-07,1997,2,7,38,40.0,0.083,20.918,36.8,223.0,0.0,0.0,23.04,3.94,0.009,4.2,2.82
1997-02-07,1997,2,7,38,60.0,0.139,20.548,36.792,217.7,0.0,0.0,23.83,4.26,0.016,4.8,3.24
1997-02-07,1997,2,7,38,80.0,0.226,20.439,36.771,216.5,0.08,0.0,24.07,4.52,0.013,4.4,2.05
1997-02-07,1997,2,7,38,100.0,0.158,20.316,36.766,218.4,0.07,0.0,17.7,3.49,0.012,5.0,0.5
1997-02-07,1997,2,7,38,120.0,0.056,20.259,36.791,213.1,0.34,0.0,12.67,2.46,0.006,3.6,0.23
1997-02-07,1997,2,7,38,140.0,0.023,19.269,36.644,199.5,1.74,0.06,9.51,1.62,0.006,2.4,0.11
1997-02-21,1997,2,21,52,1.0,0.052,20.982,36.836,220.3,0.0,0.0,19.84,3.13,0.007,4.3,5.69
1997-02-21,1997,2,21,52,20.0,0.058,20.652,36.821,220.1,0.0,0.0,20.06,3.39,0.008,4.8,6.32
1997-02-21,1997,2,21,52,40.0,0.065,20.55,36.804,221.2,0.0,0.0,22.45,3.78,0.008,4.8,7.66
1997-02-21,1997,2,21,52,60.0,0.1,20.378,36.777,222.1,0.0,0.0,19.38,3.53,0.017,5.0,9.07
1997-02-21,1997,2,21,52,80.0,0.13,20.125,36.754,221.4,0.0,0.0,21.11,3.72,0.01,5.5,6.42
