yymmdd,year,month,day,day_of_year,Depth,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,BAC,PP
2020-10-26,2020,10,26,300,120.5,0.166,20.063,36.697,205.3,0.0,0.0,11.19,2.75,0.004,3.1,0.53
2020-10-26,2020,10,26,300,141.1,0.049,19.614,36.676,204.5,1.67,0.05,7.52,2.56,0.003,2.9,0.09
2020-11-19,2020,11,19,324,5.3,0.127,23.852,36.736,210.3,0.0,0.0,21.77,3.36,0.006,4.3,4.22
2020-11-19,2020,11,19,324,19.5,0.127,23.865,36.736,210.4,0.0,0.0,21.38,3.48,0.005,3.8,3.74
2020-11-19,2020,11,19,324,40.1,0.137,23.877,36.735,210.4,0.0,0.0,20.4,3.24,0.005,3.7,4.33
2020-11-19,2020,11,19,324,40.1,0.137,23.877,36.735,210.4,0.0,0.0,20.4,3.24,0.005,3.7,2.23
2020-11-19,2020,11,19,324,80.7,0.224,23.881,36.735,211.0,0.0,0.0,21.22,4.37,0.008,3.8,0.94
2020-11-19,2020,11,19,324,100.7,0.263,21.234,36.798,222.7,0.0,0.0,16.02,2.53,0.005,4.6,0.57
2020-11-19,2020,11,19,324,121.4,0.244,20.402,36.742,211.3,0.21,0.0,13.37,2.52,0.004,3.3,-0.34
2020-11-19,2020,11,19,324,144.1,0.107,19.761,36.691,205.1,0.48,0.0,8.51,1.09,0.003,3.3,0.38
2020-12-12,2020,12,12,347,5.1,0.107,22.538,36.799,213.4,0.0,0.0,29.96,2.81,0.006,3.9,4.63
2020-12-12,2020,12,12,347,20.2,0.107,22.547,36.799,213.0,0.0,0.0,26.0,3.53,0.006,4.7,5.19
2020-12-12,2020,12,12,347,40.2,0.117,22.55,36.798,213.0,0.0,0.0,24.43,3.35,0.006,4.2,3.92
2020-12-12,2020,12,12,347,60.6,0.117,22.558,36.798,212.8,0.0,0.0,23.67,3.47,0.006,3.9,2.29
2020-12-12,2020,12,12,347,79.7,0.136,22.633,36.815,212.8,0.0,0.0,21.67,2.92,0.006,4.1,0.83
2020-12-12,2020,12,12,347,100.2,0.224,20.446,36.725,210.4,0.26,0.0,18.47,2.45,0.011,4.0,1.21
2020-12-12,2020,12,12,347,119.3,0.097,20.336,36.72,203.5,1.09,0.04,9.79,2.39,0.003,4.1,0.02
2020-12-12,2020,12,12,347,140.4,0.029,19.581,36.674,203.6,1.75,0.06,8.29,1.9,0.003,3.3,-0.24
2021-02-14,2021,2,14,45,60.4,0.351,19.888,36.698,220.6,0.0,0.0,23.29,5.05,0.011,5.9,6.13
2021-02-14,2021,2,14,45,80.7,0.292,19.871,36.695,219.9,0.08,0.0,20.56,4.19,0.01,5.4,0.14
2021-02-14,2021,2,14,45,100.0,0.263,19.868,36.694,220.3,0.65,0.0,23.18,5.17,0.008,5.8,0.43
2021-02-14,2021,2,14,45,120.9,0.283,19.847,36.687,220.1,0.73,0.0,17.1,3.46,0.011,5.1,1.4
2021-02-14,2021,2,14,45,140.9,0.185,19.845,36.687,219.9,0.71,0.0,15.58,3.7,0.007,5.7,0.66
2021-03-18,2021,3,18,77,5.0,0.205,19.775,36.748,223.2,0.14,0.0,22.26,4.07,0.007,5.8,12.16
2021-03-18,2021,3,18,77,39.9,0.146,19.782,36.748,223.6,0.12,0.0,20.65,3.16,0.009,6.9,14.0
2021-03-18,2021,3,18,77,60.7,0.243,19.784,36.748,223.7,0.13,0.0,26.79,4.49,0.012,7.1,8.22
2021-03-18,2021,3,18,77,77.8,0.243,19.79,36.748,223.4,0.12,0.0,26.25,5.15,0.009,5.3,2.34
2021-03-18,2021,3,18,77,100.5,0.243,19.797,36.749,223.0,0.13,0.0,20.62,4.13,0.008,5.1,0.9
2021-03-18,2021,3,18,77,118.1,0.253,19.799,36.749,222.9,0.14,0.0,19.7,3.35,0.009,4.8,0.94
2021-03-18,2021,3,18,77,140.5,0.224,19.801,36.748,223.0,0.14,0.0,20.97,4.13,0.01,5.4,0.97
2021-04-29,2021,4,29,119,6.0,0.039,21.793,36.862,219.2,0.0,0.0,24.33,3.49,0.005,6.3,5.29
2021-04-29,2021,4,29,119,19.9,0.039,21.684,36.851,219.0,0.0,0.0,19.79,3.9,0.005,5.8,5.08
2021-04-29,2021,4,29,119,39.8,0.049,21.285,36.902,219.1,0.0,0.0,24.73,4.07,0.007,5.1,4.67
2021-04-29,2021,4,29,119,59.1,0.088,20.436,36.776,218.0,0.0,0.0,23.22,3.01,0.007,4.3,6.7
2021-04-29,2021,4,29,119,79.9,0.283,20.051,36.732,198.4,0.0,0.0,23.33,4.67,0.009,3.3,4.62
2021-04-29,2021,4,29,119,100.4,0.078,19.784,36.702,198.4,1.1,0.0,13.48,3.31,0.004,3.1,0.62
2021-04-29,2021,4,29,119,120.6,0.049,19.584,36.689,209.1,1.27,0.0,8.66,1.3,0.004,2.2,0.56
2021-04-29,2021,4,29,119,141.3,0.039,19.5,36.691,202.4,1.75,0.05,10.15,1.77,0.003,2.7,0.12
2021-05-14,2021,5,14,134,5.8,0.039,21.937,36.596,220.1,0.0,0.0,34.16,6.45,0.011,3.3,10.05
2021-05-14,2021,5,14,134,19.8,0.039,21.766,36.781,222.4,0.0,0.0,31.37,5.3,0.01,3.8,5.62
2021-05-14,2021,5,14,134,39.9,0.049,20.732,36.838,224.4,0.0,0.0,31.65,5.43,0.011,4.0,4.97
2021-05-14,2021,5,14,134,60.2,0.078,20.288,36.799,224.7,0.0,0.0,32.93,5.67,0.01,4.3,3.95
2021-05-14,2021,5,14,134,80.1,0.146,20.165,36.799,220.9,0.0,0.0,26.91,7.91,0.013,3.6,2.14
2021-05-14,2021,5,14,134,99.0,0.224,20.019,36.785,218.4,0.34,0.0,29.57,5.92,0.011,3.8,1.75
2021-05-14,2021,5,14,134,120.2,0.107,19.827,36.751,212.6,1.02,0.0,12.62,3.28,0.007,2.8,0.11
2021-05-14,2021,5,14,134,140.1,0.068,19.608,36.71,209.8,1.55,0.06,11.55,1.58,0.005,1.7,0.19
2021-06-16,2021,6,16,167,4.4,0.02,25.666,36.974,207.7,0.0,0.0,47.39,4.04,0.006,3.6,3.77
2021-06-16,2021,6,16,167,19.0,0.02,25.59,36.963,207.5,0.0,0.0,32.33,3.8,0.006,3.5,4.09
2021-06-16,2021,6,16,167,39.9,0.02,22.37,36.761,222.9,0.0,0.0,32.52,4.96,0.008,3.7,3.84
2021-06-16,2021,6,16,167,61.3,0.049,21.434,36.838,228.1,0.0,0.0,37.54,6.11,0.01,4.2,3.16
2021-06-16,2021,6,16,167,80.1,0.098,20.84,36.787,213.6,0.29,0.0,35.69,6.54,0.01,6.4,1.59
2021-06-16,2021,6,16,167,99.2,0.263,20.272,36.764,220.3,0.0,0.0,47.34,9.48,0.023,5.1,0.8
2021-06-16,2021,6,16,167,119.9,0.175,19.821,36.711,204.1,0.0,0.0,28.21,5.63,0.014,3.2,0.67
2021-06-16,2021,6,16,167,139.9,0.078,19.567,36.694,210.1,1.71,0.07,15.24,2.93,0.007,2.9,-0.23
2021-07-10,2021,7,10,191,4.1,0.049,26.809,36.561,201.4,0.0,0.0,25.22,3.09,0.006,4.1,5.69
2021-07-10,2021,7,10,191,19.8,0.049,27.098,37.006,203.6,0.0,0.0,25.74,3.62,0.006,3.7,4.43
2021-07-10,2021,7,10,191,39.7,0.078,23.838,36.849,221.9,0.0,0.0,34.32,4.39,0.01,4.1,4.75
2021-07-10,2021,7,10,191,59.7,0.098,22.059,36.746,228.7,0.0,0.0,39.54,3.97,0.009,6.1,4.55
2021-07-10,2021,7,10,191,79.9,0.234,20.928,36.745,224.3,0.0,0.0,27.7,4.45,0.009,6.2,4.96
2021-07-10,2021,7,10,191,100.3,0.566,20.188,36.684,213.6,0.0,0.0,29.02,5.74,0.013,6.4,2.87
2021-07-10,2021,7,10,191,119.9,0.244,19.741,36.651,207.6,0.0,0.0,12.56,2.54,0.004,3.3,0.96
2021-07-10,2021,7,10,191,139.4,0.078,19.407,36.657,200.1,2.32,0.1,8.03,1.77,0.004,3.0,-0.16
2021-08-20,2021,8,20,232,4.3,0.088,28.086,36.594,199.1,0.0,0.0,24.33,3.27,0.007,4.4,4.72
2021-08-20,2021,8,20,232,20.6,0.059,27.951,36.51,199.4,0.0,0.0,22.04,3.71,0.007,4.0,5.71
2021-08-20,2021,8,20,232,39.8,0.088,24.048,36.688,209.0,0.0,0.0,32.52,4.54,0.011,4.6,5.02
2021-08-20,2021,8,20,232,59.6,0.185,22.243,36.734,232.5,0.0,0.0,30.56,5.04,0.01,4.6,4.55
2021-08-20,2021,8,20,232,79.8,0.283,21.03,36.704,222.0,0.0,0.0,22.76,3.65,0.01,5.0,2.97
2021-08-20,2021,8,20,232,99.6,0.371,20.208,36.666,205.3,0.63,0.0,18.99,4.09,0.009,4.8,2.31
2021-08-20,2021,8,20,232,120.2,0.185,19.792,36.673,198.5,0.15,0.0,12.5,2.63,0.005,3.2,0.85
2021-08-20,2021,8,20,232,140.3,0.117,19.468,36.671,198.0,2.61,0.11,8.79,1.87,0.004,3.2,0.19
2021-09-13,2021,9,13,256,60.7,0.137,24.795,36.957,236.2,0.0,0.0,28.68,4.44,0.012,5.6,2.43
2021-09-13,2021,9,13,256,80.0,0.185,22.218,36.734,233.4,0.0,0.0,25.1,3.58,0.009,5.7,1.6
2021-09-13,2021,9,13,256,100.3,0.322,21.598,36.822,227.1,0.0,0.0,19.95,3.21,0.009,5.2,1.64
2021-09-13,2021,9,13,256,120.3,0.293,20.642,36.753,210.6,0.08,0.0,18.7,3.27,0.006,4.9,0.9
2021-09-13,2021,9,13,256,140.8,0.195,20.073,36.729,202.3,0.61,0.0,12.0,1.97,0.005,4.4,0.27
2021-10-06,2021,10,6,279,5.5,0.059,27.468,36.921,199.3,0.0,0.0,23.2,3.08,0.005,3.8,3.69
2021-10-06,2021,10,6,279,19.4,0.059,27.469,36.922,199.4,0.0,0.0,20.52,2.34,0.006,3.4,4.58
2021-10-06,2021,10,6,279,38.5,0.068,27.469,36.92,199.3,0.0,0.0,26.39,3.39,0.006,3.5,4.19
2021-10-06,2021,10,6,279,59.9,0.146,24.188,36.837,232.7,0.0,0.0,24.68,3.87,0.009,4.1,3.95
2021-10-06,2021,10,6,279,80.4,0.185,22.014,36.77,231.2,0.0,0.0,22.06,4.36,0.008,4.3,3.05
2021-10-06,2021,10,6,279,100.1,0.263,20.266,36.74,219.1,0.0,0.0,19.91,2.77,0.009,4.1,1.58
2021-10-06,2021,10,6,279,119.5,0.166,20.217,36.725,205.7,0.49,0.0,14.05,2.34,0.006,4.2,0.58
2021-10-06,2021,10,6,279,141.9,0.107,19.679,36.695,205.0,0.83,0.04,9.58,1.61,0.004,3.2,0.41
2021-11-18,2021,11,18,322,4.4,0.127,24.273,36.512,208.0,0.0,0.0,25.33,3.73,0.007,5.9,6.11
2021-11-18,2021,11,18,322,20.1,0.117,24.275,36.512,207.8,0.0,0.0,19.35,3.37,0.007,6.6,6.35
2021-11-18,2021,11,18,322,40.0,0.127,24.272,36.512,207.7,0.0,0.0,20.27,3.19,0.008,6.1,3.87
2021-11-18,2021,11,18,322,59.0,0.137,24.284,36.513,207.8,0.0,0.0,19.78,3.25,0.008,6.1,2.72
2021-11-18,2021,11,18,322,79.5,0.146,23.823,36.694,206.6,0.0,0.0,20.57,3.31,0.007,7.1,2.15
2021-11-18,2021,11,18,322,99.6,0.253,22.438,36.789,202.3,0.52,0.06,15.96,2.89,0.007,3.6,0.44
2021-11-18,2021,11,18,322,120.0,0.146,20.967,36.745,202.7,0.47,0.04,13.25,2.4,0.004,3.8,0.7
2021-11-18,2021,11,18,322,140.5,0.068,20.048,36.699,199.1,1.52,0.05,8.12,1.61,0.004,3.3,0.24
2021-12-14,2021,12,14,348,4.3,0.127,22.532,36.567,211.1,0.0,0.0,20.33,3.02,0.007,6.1,14.43
2021-12-14,2021,12,14,348,19.4,0.302,22.541,36.567,211.0,0.0,0.0,26.33,5.39,0.011,6.7,11.88
2021-12-14,2021,12,14,348,39.3,0.361,22.552,36.567,212.8,0.0,0.0,30.26,5.99,0.011,6.5,6.86
2021-12-14,2021,12,14,348,58.8,0.341,22.553,36.567,212.6,0.06,0.0,23.72,5.04,0.01,6.3,2.43
2021-12-14,2021,12,14,348,80.0,0.234,22.447,36.58,211.3,0.0,0.06,16.66,3.2,0.01,4.3,0.61
2021-12-14,2021,12,14,348,99.9,0.107,22.352,36.586,210.8,0.16,0.0,14.95,3.02,0.008,4.5,-0.09
2021-12-14,2021,12,14,348,118.7,0.049,22.27,36.617,203.3,0.69,0.0,12.7,2.73,0.007,3.7,0.1
2021-12-14,2021,12,14,348,141.1,0.019,21.527,36.77,190.0,1.84,0.07,8.23,2.54,0.003,3.1,0.11
2022-01-13,2022,1,13,13,5.4,0.127,22.942,36.904,211.6,0.0,0.0,20.19,3.25,0.006,6.4,3.33
2022-01-13,2022,1,13,13,19.2,0.117,22.941,36.903,211.5,0.0,0.0,17.06,2.7,0.006,6.5,3.33
2022-01-13,2022,1,13,13,39.3,0.127,22.943,36.903,211.4,0.0,0.0,19.63,3.13,0.006,6.3,3.31
2022-01-13,2022,1,13,13,59.4,0.127,22.953,36.903,211.6,0.0,0.0,19.36,2.94,0.006,6.4,2.01
2022-01-13,2022,1,13,13,79.8,0.127,22.955,36.902,211.4,0.0,0.0,18.56,3.06,0.005,6.6,1.39
2022-01-13,2022,1,13,13,98.9,0.146,22.939,36.901,211.6,0.0,0.0,18.03,2.82,0.006,6.7,0.41
2022-01-13,2022,1,13,13,119.3,0.224,20.948,36.794,211.4,0.43,0.0,16.6,3.06,0.006,6.8,0.66
2022-01-13,2022,1,13,13,139.3,0.097,20.36,36.753,203.4,0.24,0.0,10.96,2.09,0.004,5.7,0.15
2022-04-07,2022,4,7,97,4.6,0.107,21.033,36.637,221.1,0.0,0.0,36.6,6.04,0.012,6.3,10.46
2022-04-07,2022,4,7,97,19.7,0.107,20.82,36.629,222.2,0.0,0.0,36.49,5.73,0.013,5.8,11.49
2022-04-07,2022,4,7,97,40.2,0.097,20.337,36.703,225.9,0.0,0.0,32.5,4.81,0.01,5.1,7.13
2022-04-07,2022,4,7,97,80.0,0.322,20.102,36.685,222.4,0.15,0.0,29.79,6.04,0.012,3.3,5.61
2022-04-07,2022,4,7,97,98.9,0.273,19.955,36.67,218.3,0.64,0.0,21.69,4.69,0.011,3.1,1.71
2022-04-07,2022,4,7,97,120.0,0.166,19.92,36.671,217.6,0.77,0.0,11.86,2.66,0.009,2.2,0.46
2022-04-07,2022,4,7,97,140.5,0.068,19.904,36.678,217.4,0.75,0.0,10.3,2.05,0.005,2.7,0.05
2022-05-02,2022,5,2,122,4.4,0.068,20.787,36.768,221.7,0.0,0.0,25.78,3.57,0.006,5.0,4.23
2022-05-02,2022,5,2,122,19.7,0.088,20.797,36.768,222.4,0.0,0.0,24.62,4.16,0.009,4.8,5.56
2022-05-02,2022,5,2,122,39.6,0.097,20.797,36.768,222.8,0.0,0.0,27.21,4.45,0.009,4.7,3.85
2022-05-02,2022,5,2,122,61.5,0.088,20.8,36.768,222.4,0.0,0.0,25.84,4.7,0.009,4.3,4.32
2022-05-02,2022,5,2,122,80.4,0.107,20.767,36.763,222.3,0.0,0.0,27.17,5.4,0.008,4.3,2.69
2022-05-02,2022,5,2,122,100.0,0.341,20.282,36.707,222.4,0.06,0.0,22.6,5.34,0.008,4.3,3.86
2022-05-02,2022,5,2,122,121.7,0.185,19.998,36.685,219.9,0.93,0.0,12.71,3.8,0.006,3.2,0.58
2022-05-02,2022,5,2,122,140.5,0.058,19.907,36.679,215.1,0.89,0.0,7.68,2.68,0.004,2.8,0.58
2022-05-24,2022,5,24,144,4.5,0.029,24.192,36.826,210.4,0.0,0.0,22.66,3.29,0.006,3.7,4.48
2022-05-24,2022,5,24,144,19.7,0.029,23.506,36.891,214.7,0.0,0.0,17.99,2.38,0.006,4.0,3.74
2022-05-24,2022,5,24,144,40.5,0.029,23.05,36.988,216.3,0.0,0.0,20.89,2.74,0.006,3.9,3.33
2022-05-24,2022,5,24,144,60.5,0.059,22.42,36.945,217.0,0.0,0.0,19.95,3.11,0.007,4.0,3.1
2022-05-24,2022,5,24,144,81.2,0.078,21.26,36.765,216.6,0.0,0.0,23.92,3.83,0.008,4.5,3.04
2022-05-24,2022,5,24,144,98.6,0.117,21.091,36.789,223.0,0.0,0.0,22.1,3.23,0.007,3.9,2.17
2022-05-24,2022,5,24,144,119.7,0.205,20.423,36.712,215.2,0.2,0.0,17.67,3.28,0.009,4.0,1.72
2022-05-24,2022,5,24,144,141.7,0.214,20.076,36.697,214.4,0.17,0.0,13.53,2.74,0.006,3.9,1.0
2022-06-29,2022,6,29,180,4.7,0.049,24.415,36.409,211.7,0.0,0.0,29.48,3.19,0.008,4.7,5.12
2022-06-29,2022,6,29,180,19.0,0.049,24.178,36.608,210.5,0.0,0.0,26.12,3.8,0.008,5.0,4.55
2022-06-29,2022,6,29,180,39.5,0.088,22.136,36.645,220.7,0.0,0.0,32.12,4.82,0.01,5.4,5.23
2022-06-29,2022,6,29,180,60.6,0.136,20.668,36.688,224.7,0.0,0.0,24.13,3.61,0.01,5.8,6.68
2022-06-29,2022,6,29,180,79.8,0.214,20.373,36.685,218.1,0.0,0.0,26.68,3.91,0.009,6.2,3.86
2022-06-29,2022,6,29,180,99.4,0.146,20.193,36.691,216.4,0.58,0.0,17.82,3.43,0.006,4.9,1.14
2022-06-29,2022,6,29,180,119.9,0.049,20.011,36.692,210.6,0.81,0.0,11.63,1.73,0.007,3.4,-0.18
2022-06-29,2022,6,29,180,140.3,0.029,19.923,36.693,210.6,1.01,0.04,9.22,1.68,0.004,2.5,-0.8
2022-07-15,2022,7,15,196,4.7,0.029,26.493,36.325,205.6,0.0,0.0,26.76,3.78,0.006,3.0,4.41
2022-07-15,2022,7,15,196,19.5,0.039,25.81,36.354,217.6,0.0,0.0,36.12,5.53,0.009,4.3,3.7
2022-07-15,2022,7,15,196,40.8,0.059,22.617,36.55,224.9,0.0,0.0,35.35,5.35,0.009,4.2,5.07
2022-07-15,2022,7,15,196,60.4,0.098,20.975,36.679,227.6,0.0,0.0,34.47,5.4,0.01,4.2,4.26
2022-07-15,2022,7,15,196,79.1,0.146,20.237,36.687,225.9,0.0,0.0,31.46,5.34,0.011,4.8,2.74
2022-07-15,2022,7,15,196,100.3,0.292,19.657,36.664,218.1,0.72,0.0,26.83,4.92,0.009,4.5,1.99
2022-07-15,2022,7,15,196,120.1,0.166,19.439,36.655,213.1,0.85,0.0,16.24,3.3,0.005,2.8,0.39
2022-07-15,2022,7,15,196,139.9,0.049,19.374,36.666,210.9,1.4,0.04,11.99,2.83,0.004,2.4,-0.41
2022-08-14,2022,8,14,226,4.3,0.049,29.324,36.449,196.9,0.0,0.0,21.73,3.49,0.005,4.9,5.7
2022-08-14,2022,8,14,226,20.1,0.049,27.012,36.417,210.7,0.0,0.0,22.71,3.36,0.007,4.8,5.97
2022-08-14,2022,8,14,226,40.9,0.068,23.703,36.709,226.1,0.0,0.0,30.14,4.41,0.009,4.6,5.6
2022-08-14,2022,8,14,226,60.3,0.107,21.53,36.73,232.9,0.0,0.0,29.31,4.65,0.011,5.6,4.49
2022-08-14,2022,8,14,226,80.1,0.195,20.16,36.69,224.1,0.1,0.0,28.83,4.9,0.01,5.4,3.54
2022-08-14,2022,8,14,226,100.1,0.312,19.828,36.685,215.8,0.0,0.0,33.36,6.37,0.009,5.7,2.97
2022-08-14,2022,8,14,226,120.2,0.234,19.442,36.666,214.9,0.75,0.0,12.66,2.5,0.007,3.8,0.45
2022-08-14,2022,8,14,226,143.3,0.117,19.313,36.662,207.7,1.25,0.0,10.68,2.09,0.005,3.1,-0.47
2022-09-17,2022,9,17,260,5.7,0.039,26.899,36.553,204.1,0.0,0.0,17.97,2.61,0.006,5.2,3.59
2022-09-17,2022,9,17,260,20.5,0.049,26.574,36.556,209.4,0.0,0.0,16.57,2.74,0.008,5.3,2.23
2022-09-17,2022,9,17,260,39.9,0.039,26.115,36.594,211.6,0.0,0.0,21.28,3.28,0.007,5.4,4.47
2022-09-17,2022,9,17,260,60.1,0.068,23.54,36.664,218.9,0.0,0.0,20.52,2.92,0.009,5.6,3.6
2022-09-17,2022,9,17,260,80.1,0.088,20.209,36.699,222.6,0.0,0.0,21.96,4.26,0.008,5.5,3.58
2022-09-17,2022,9,17,260,100.1,0.215,19.903,36.694,205.1,0.7,0.0,23.04,4.38,0.005,3.5,1.99
2022-09-17,2022,9,17,260,119.4,0.098,19.664,36.687,194.9,1.66,0.0,14.17,2.79,0.006,2.7,0.11
2022-09-17,2022,9,17,260,140.2,0.068,19.392,36.667,202.4,2.11,0.07,10.35,2.06,0.003,2.1,-0.25
2022-11-25,2022,11,25,329,6.1,0.107,24.82,36.635,206.8,0.0,0.0,20.27,3.25,0.006,4.1,3.61
2022-11-25,2022,11,25,329,20.4,0.117,24.831,36.634,206.7,0.0,0.0,18.69,3.13,0.006,4.1,4.56
2022-11-25,2022,11,25,329,39.5,0.127,24.834,36.637,206.5,0.1,0.0,22.69,3.67,0.006,4.2,3.41
2022-11-25,2022,11,25,329,59.9,0.127,24.845,36.638,206.7,0.0,0.0,18.94,3.49,0.005,4.5,2.77
2022-11-25,2022,11,25,329,80.2,0.283,22.527,36.689,217.8,0.0,0.0,18.35,3.85,0.007,3.5,1.91
2022-11-25,2022,11,25,329,100.9,0.175,21.07,36.704,212.6,0.0,0.0,12.7,1.2,0.005,3.2,0.59
2022-11-25,2022,11,25,329,119.5,0.097,20.477,36.746,205.8,0.2,0.0,7.97,1.38,0.003,2.2,0.4
2022-11-25,2022,11,25,329,140.3,0.049,19.944,36.703,200.7,1.0,0.0,8.18,2.1,0.003,1.8,0.27
2022-12-16,2022,12,16,350,6.1,0.136,22.657,36.636,211.6,0.0,0.0,22.06,3.88,0.007,5.0,8.12
2022-12-16,2022,12,16,350,20.0,0.117,22.66,36.635,211.3,0.0,0.0,20.02,4.23,0.007,3.6,8.92
2022-12-16,2022,12,16,350,39.1,0.156,22.637,36.628,211.5,0.0,0.0,19.97,4.06,0.007,3.8,4.82
2022-12-16,2022,12,16,350,61.5,0.175,22.645,36.628,211.3,0.0,0.0,23.38,4.65,0.008,3.8,2.01
2022-12-16,2022,12,16,350,79.7,0.127,22.639,36.625,211.3,0.0,0.0,19.13,4.53,0.007,4.0,-1.46
2022-12-16,2022,12,16,350,101.8,0.195,22.558,36.626,209.2,0.17,0.0,20.49,4.0,0.009,4.1,-0.67
2022-12-16,2022,12,16,350,122.5,0.029,20.726,36.731,203.9,0.7,0.0,12.79,3.1,0.004,3.9,-0.59
2022-12-16,2022,12,16,350,137.4,0.019,20.1,36.701,201.8,1.2,0.0,12.1,2.56,0.004,3.4,-2.18
2023-01-12,2023,1,12,12,4.3,0.088,21.548,36.699,215.3,0.0,0.0,16.23,2.43,0.006,4.3,7.28
2023-01-12,2023,1,12,12,19.9,0.117,21.779,36.723,215.1,0.0,0.0,18.4,3.35,0.008,5.2,6.41
2023-01-12,2023,1,12,12,39.9,0.156,21.771,36.722,215.1,0.0,0.0,17.44,3.11,0.006,5.0,5.18
2023-01-12,2023,1,12,12,59.9,0.156,21.763,36.721,215.2,0.0,0.0,16.11,3.85,0.006,4.9,4.87
2023-01-12,2023,1,12,12,80.0,0.166,21.812,36.708,215.1,0.0,0.0,17.03,3.66,0.007,4.5,1.31
2023-01-12,2023,1,12,12,99.1,0.146,21.757,36.721,215.1,0.34,0.0,16.99,3.6,0.009,4.5,-0.2
2023-01-12,2023,1,12,12,118.9,0.107,20.401,36.709,212.7,0.49,0.0,8.2,1.5,0.004,4.5,0.08
2023-01-12,2023,1,12,12,141.1,0.049,19.845,36.692,201.8,0.99,0.0,6.08,0.52,0.003,4.5,-0.4
2023-02-05,2023,2,5,36,4.2,0.146,20.696,36.634,219.6,0.06,0.0,19.79,4.21,0.008,5.3,3.96
2023-02-05,2023,2,5,36,19.2,0.185,20.691,36.671,219.4,0.05,0.0,23.5,3.97,0.008,5.5,7.19
2023-02-05,2023,2,5,36,39.3,0.185,20.704,36.673,219.4,0.06,0.0,25.15,3.97,0.008,4.8,4.3
2023-02-05,2023,2,5,36,61.6,0.205,20.711,36.673,219.4,0.07,0.0,26.08,4.45,0.008,4.5,4.55
2023-02-05,2023,2,5,36,78.9,0.146,20.729,36.677,220.1,0.06,0.0,21.59,3.66,0.009,4.7,0.28
2023-02-05,2023,2,5,36,100.5,0.146,20.72,36.673,219.2,0.09,0.0,19.92,3.84,0.007,4.7,-0.22
2023-02-05,2023,2,5,36,121.6,0.205,20.64,36.653,215.1,0.39,0.0,19.47,3.78,0.01,4.4,-1.24
2023-02-05,2023,2,5,36,143.1,0.039,20.299,36.692,201.1,1.33,0.04,10.95,1.53,0.004,3.6,0.21
2023-03-20,2023,3,20,79,4.8,0.107,20.463,36.761,219.8,0.39,0.0,30.5,6.62,0.008,5.8,5.38
2023-03-20,2023,3,20,79,21.1,0.166,20.436,36.761,219.8,0.37,0.0,29.68,6.31,0.009,5.6,6.63
2023-03-20,2023,3,20,79,39.0,0.107,20.441,36.761,219.7,0.09,0.0,29.9,6.01,0.01,5.5,6.28
2023-03-20,2023,3,20,79,59.5,0.195,20.446,36.762,219.6,0.41,0.0,32.48,6.01,0.01,5.9,4.13
2023-03-20,2023,3,20,79,80.2,0.205,20.448,36.762,219.4,0.0,0.0,26.52,4.8,0.009,6.1,1.55
2023-03-20,2023,3,20,79,99.2,0.205,20.422,36.761,219.0,0.08,0.0,31.54,5.5,0.009,5.6,0.3
2023-03-20,2023,3,20,79,119.2,0.097,20.351,36.751,218.4,0.16,0.0,33.36,5.34,0.009,5.2,0.85
2023-03-20,2023,3,20,79,139.8,0.088,20.33,36.749,218.4,0.16,0.0,34.67,5.63,0.009,5.2,-0.97
2023-04-15,2023,4,15,105,4.7,0.068,21.186,36.742,225.6,0.0,0.0,35.21,4.69,0.009,5.3,6.95
2023-04-15,2023,4,15,105,20.3,0.068,20.884,36.706,224.4,0.0,0.0,31.39,5.48,0.009,4.5,5.7
2023-04-15,2023,4,15,105,39.3,0.078,20.788,36.729,224.8,0.0,0.0,30.55,4.87,0.009,5.2,5.5
2023-04-15,2023,4,15,105,59.8,0.078,20.258,36.726,225.0,0.0,0.0,38.77,5.48,0.012,7.4,5.99
2023-04-15,2023,4,15,105,79.2,0.244,20.064,36.718,226.2,0.38,0.0,31.71,5.59,0.014,6.5,3.52
2023-04-15,2023,4,15,105,119.7,0.156,19.972,36.725,222.0,0.13,0.0,17.7,3.31,0.01,6.4,0.93
2023-04-15,2023,4,15,105,140.1,0.088,19.881,36.712,221.0,0.4,0.0,24.04,1.63,0.007,6.3,0.88
2023-05-13,2023,5,13,133,3.4,0.039,22.122,36.861,218.4,0.0,0.0,37.37,3.46,0.006,4.9,3.38
2023-05-13,2023,5,13,133,19.7,0.049,22.119,36.858,218.1,0.0,0.0,27.68,3.81,0.007,4.9,4.41
2023-05-13,2023,5,13,133,39.6,0.058,22.126,36.86,218.1,0.0,0.0,39.99,5.92,0.006,3.7,3.47
2023-05-13,2023,5,13,133,60.2,0.078,20.996,36.788,225.1,0.0,0.0,29.82,4.57,0.009,4.9,3.37
2023-05-13,2023,5,13,133,80.4,0.078,20.456,36.731,222.0,0.0,0.0,26.69,4.45,0.008,6.3,3.81
2023-05-13,2023,5,13,133,100.4,0.438,20.032,36.701,218.7,0.23,0.0,30.25,5.15,0.01,5.5,3.08
2023-05-13,2023,5,13,133,120.0,0.283,19.876,36.693,214.7,0.67,0.0,26.1,3.69,0.008,5.1,0.91
2023-05-13,2023,5,13,133,141.7,0.117,19.634,36.677,210.7,1.02,0.0,12.15,2.76,0.005,2.7,-0.87
