year,month,day,day_of_year,sin_doy,cos_doy,Depth,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,BAC,PP
2015,5,13,133,0.7526668275320085,-0.6584015846980488,60.1,0.107,19.926,36.587,226.9,0.08,0.08,20.55,3.02,0.014,6.4,6.76
2015,5,13,133,0.7526668275320085,-0.6584015846980488,79.3,0.302,19.805,36.585,223.7,0.14,0.08,28.01,4.32,0.013,6.6,10.03
2015,5,13,133,0.7526668275320085,-0.6584015846980488,100.0,0.312,19.744,36.582,216.4,0.51,0.08,15.11,3.66,0.014,5.3,-1.06
2015,6,24,175,0.12874817745258132,-0.99167731989929,4.5,0.02,26.481,36.63,204.5,0.06,0.09,17.77,2.45,0.008,7.1,0.94
2015,6,24,175,0.12874817745258132,-0.99167731989929,19.2,0.029,24.543,36.644,217.9,0.05,0.04,22.93,3.21,0.008,2.8,3.81
2015,6,24,175,0.12874817745258132,-0.99167731989929,39.8,0.039,21.557,36.599,226.2,0.05,0.04,23.7,2.01,0.012,7.3,4.09
2015,6,24,175,0.12874817745258132,-0.99167731989929,59.3,0.068,20.37,36.578,230.3,0.05,0.08,29.95,4.78,0.013,7.5,2.71
2015,6,24,175,0.12874817745258132,-0.99167731989929,80.1,0.137,19.767,36.575,225.5,0.05,0.06,26.31,2.95,0.013,7.1,1.74
2015,6,24,175,0.12874817745258132,-0.99167731989929,100.0,0.293,19.494,36.567,217.9,0.2,0.06,23.85,5.02,0.014,6.4,2.68
2015,6,24,175,0.12874817745258132,-0.99167731989929,119.7,0.166,19.327,36.56,209.5,0.94,0.09,13.11,2.89,0.01,3.6,0.61
2015,6,24,175,0.12874817745258132,-0.99167731989929,139.2,0.078,19.221,36.561,208.6,1.44,0.13,6.83,0.31,0.013,3.5,-0.83
2015,7,17,198,-0.2636654927280072,-0.9646141756912435,4.2,0.039,27.59,36.396,200.4,0.09,0.05,17.99,3.09,0.008,7.3,3.98
2015,7,17,198,-0.2636654927280072,-0.9646141756912435,19.8,0.039,27.592,36.395,201.3,0.08,0.08,21.53,3.4,0.011,5.9,3.21
2015,7,17,198,-0.2636654927280072,-0.9646141756912435,40.4,0.039,23.516,36.698,222.4,0.08,0.11,24.81,3.84,0.011,6.8,2.94
2015,7,17,198,-0.2636654927280072,-0.9646141756912435,59.7,0.088,22.337,36.644,225.5,0.08,0.11,24.16,3.9,0.013,8.3,2.86
2015,7,17,198,-0.2636654927280072,-0.9646141756912435,79.2,0.166,21.414,36.637,223.7,0.14,0.08,20.31,3.9,0.017,8.5,2.0
2015,7,17,198,-0.2636654927280072,-0.9646141756912435,101.0,0.185,20.464,36.59,220.0,0.51,0.08,18.82,3.96,0.013,4.9,-0.69
2015,8,20,232,-0.7526668275320083,-0.6584015846980489,40.6,0.098,23.943,36.57,213.9,0.0,0.0,22.3,4.2,0.011,7.9,8.02
2015,8,20,232,-0.7526668275320083,-0.6584015846980489,60.0,0.146,22.216,36.647,216.9,0.0,0.0,18.12,5.09,0.011,7.4,5.5
2015,8,20,232,-0.7526668275320083,-0.6584015846980489,80.8,0.273,20.963,36.618,208.2,0.1,0.0,22.96,6.05,0.012,7.2,5.45
2015,8,20,232,-0.7526668275320083,-0.6584015846980489,101.6,0.185,20.73,36.617,204.3,0.6,0.0,16.49,4.84,0.009,6.5,1.44
2015,8,20,232,-0.7526668275320083,-0.6584015846980489,122.7,0.107,20.005,36.599,206.5,0.98,0.0,11.79,4.0,0.006,5.4,0.25
2015,8,20,232,-0.7526668275320083,-0.6584015846980489,139.9,0.068,19.863,36.598,207.4,0.97,0.0,7.38,3.87,0.005,5.1,0.25
2015,9,13,256,-0.9536809966304455,-0.300819807635668,4.2,0.029,28.426,36.68,197.8,0.0,0.0,19.23,2.74,0.009,5.3,2.34
2015,9,13,256,-0.9536809966304455,-0.300819807635668,21.2,0.039,28.438,36.678,197.2,0.0,0.0,19.42,3.74,0.009,6.1,2.2
2015,9,13,256,-0.9536809966304455,-0.300819807635668,40.1,0.068,24.846,36.639,226.0,0.0,0.0,23.65,3.6,0.014,6.8,3.31
2015,9,13,256,-0.9536809966304455,-0.300819807635668,61.2,0.088,22.294,36.612,235.7,0.0,0.0,21.78,4.67,0.015,7.0,3.21
2015,9,13,256,-0.9536809966304455,-0.300819807635668,80.4,0.107,20.804,36.589,225.6,0.0,0.0,17.92,3.74,0.012,7.0,2.89
2015,9,13,256,-0.9536809966304455,-0.300819807635668,101.5,0.156,20.084,36.586,214.4,0.07,0.0,13.48,3.2,0.008,5.6,1.79
2015,9,13,256,-0.9536809966304455,-0.300819807635668,120.6,0.01,19.999,36.594,201.4,0.9,0.0,10.39,2.32,0.007,3.7,0.62
2015,9,13,256,-0.9536809966304455,-0.300819807635668,140.4,0.039,19.414,36.581,199.7,2.17,0.07,10.39,2.32,0.005,3.0,0.21
2015,11,29,333,-0.5234156073655503,0.8520775211013093,4.0,0.068,23.449,36.503,212.1,0.0,0.0,19.96,4.55,0.007,6.2,1.35
2015,11,29,333,-0.5234156073655503,0.8520775211013093,19.3,0.068,23.456,36.503,212.2,0.0,0.0,18.8,3.49,0.008,6.0,1.22
2015,11,29,333,-0.5234156073655503,0.8520775211013093,39.9,0.107,23.464,36.503,212.1,0.0,0.0,17.17,4.87,0.006,5.8,0.85
2015,11,29,333,-0.5234156073655503,0.8520775211013093,60.4,0.127,23.463,36.505,211.8,0.0,0.0,12.46,4.28,0.006,5.7,1.15
2015,11,29,333,-0.5234156073655503,0.8520775211013093,79.6,0.088,22.285,36.578,206.9,0.49,0.0,14.15,3.81,0.005,5.0,0.82
2015,11,29,333,-0.5234156073655503,0.8520775211013093,99.7,0.049,20.379,36.58,205.2,0.82,0.0,10.46,3.81,0.004,4.1,0.19
2015,11,29,333,-0.5234156073655503,0.8520775211013093,142.5,0.01,19.437,36.572,201.4,1.77,0.05,5.94,2.44,0.003,4.2,-0.04
2015,12,13,347,-0.3049212246562894,0.9523775757303973,3.0,0.059,23.082,36.468,210.8,0.0,0.0,29.45,3.9,0.007,7.4,3.03
2015,12,13,347,-0.3049212246562894,0.9523775757303973,19.7,0.068,23.094,36.468,213.6,0.0,0.0,22.0,4.95,0.007,7.0,3.89
2015,12,13,347,-0.3049212246562894,0.9523775757303973,40.8,0.068,23.095,36.468,213.4,0.0,0.0,21.13,3.58,0.009,6.9,2.38
2015,12,13,347,-0.3049212246562894,0.9523775757303973,61.3,0.078,23.1,36.468,213.4,0.0,0.0,19.85,4.23,0.007,6.8,1.85
2015,12,13,347,-0.3049212246562894,0.9523775757303973,80.8,0.059,23.1,36.48,214.1,0.0,0.0,18.24,4.68,0.009,5.9,1.13
2015,12,13,347,-0.3049212246562894,0.9523775757303973,99.8,0.127,21.716,36.535,231.0,0.0,0.0,18.68,5.65,0.008,6.5,0.86
2015,12,13,347,-0.3049212246562894,0.9523775757303973,119.8,0.068,20.097,36.53,230.1,0.0,0.0,12.83,4.29,0.005,4.6,0.31
2015,12,13,347,-0.3049212246562894,0.9523775757303973,142.0,0.029,19.696,36.528,221.0,0.17,0.0,10.64,3.77,0.004,4.6,0.02
2016,3,24,84,0.9922222094179323,0.12447926388678915,5.4,0.098,20.833,36.622,222.2,0.0,0.04,29.26,5.22,0.008,7.5,3.22
2016,3,24,84,0.9922222094179323,0.12447926388678915,18.6,0.097,20.832,36.621,222.5,0.0,0.0,28.39,5.36,0.012,7.2,2.32
2016,3,24,84,0.9922222094179323,0.12447926388678915,38.7,0.156,20.767,36.613,222.1,0.0,0.0,28.86,5.36,0.009,7.2,3.01
2016,3,24,84,0.9922222094179323,0.12447926388678915,60.8,0.146,20.755,36.616,222.2,0.0,0.0,28.44,6.81,0.012,6.2,2.52
2016,3,24,84,0.9922222094179323,0.12447926388678915,80.7,0.292,20.536,36.612,218.8,0.17,0.05,30.98,6.61,0.015,6.2,3.19
2016,3,24,84,0.9922222094179323,0.12447926388678915,100.3,0.156,20.507,36.611,217.2,0.41,0.08,17.63,3.64,0.009,6.0,1.72
2016,3,24,84,0.9922222094179323,0.12447926388678915,120.7,0.107,20.499,36.611,218.1,0.41,0.0,14.11,5.49,0.006,6.0,0.1
2016,3,24,84,0.9922222094179323,0.12447926388678915,140.5,0.068,20.458,36.604,218.1,0.41,0.0,12.49,2.59,0.004,6.0,0.43
2016,4,16,107,0.9634705485641488,-0.2678143051621742,4.3,0.059,21.443,36.706,221.1,0.0,0.0,25.1,2.77,0.007,6.8,2.87
2016,4,16,107,0.9634705485641488,-0.2678143051621742,20.2,0.049,21.454,36.705,220.4,0.0,0.0,26.61,3.71,0.007,6.7,1.72
2016,4,16,107,0.9634705485641488,-0.2678143051621742,39.7,0.058,21.442,36.702,220.3,0.0,0.0,23.74,1.63,0.007,6.9,2.38
2016,4,16,107,0.9634705485641488,-0.2678143051621742,59.4,0.068,21.086,36.662,220.6,0.0,0.0,22.53,3.15,0.006,6.7,2.11
2016,4,16,107,0.9634705485641488,-0.2678143051621742,79.5,0.127,20.738,36.647,222.2,0.0,0.0,24.88,2.39,0.012,6.8,1.67
2016,4,16,107,0.9634705485641488,-0.2678143051621742,99.2,0.156,20.705,36.646,221.7,0.0,0.0,28.05,6.94,0.019,7.6,1.39
2016,4,16,107,0.9634705485641488,-0.2678143051621742,119.2,0.361,20.575,36.636,220.3,0.06,0.0,22.25,4.98,0.008,7.1,1.02
2016,4,16,107,0.9634705485641488,-0.2678143051621742,141.9,0.37,20.124,36.614,217.9,0.33,0.0,23.44,4.09,0.01,6.7,0.51
2016,5,5,126,0.8263541987239096,-0.5631507242749186,5.0,0.078,21.914,36.691,220.9,0.0,0.05,19.77,5.64,0.008,6.4,4.08
2016,5,5,126,0.8263541987239096,-0.5631507242749186,19.6,0.059,21.293,36.671,221.7,0.0,0.07,24.08,2.91,0.008,6.7,3.03
2016,5,5,126,0.8263541987239096,-0.5631507242749186,40.2,0.088,20.775,36.645,221.4,0.0,0.07,19.77,5.25,0.008,6.5,2.5
2016,5,5,126,0.8263541987239096,-0.5631507242749186,60.4,0.127,20.521,36.608,223.8,0.0,0.07,20.81,6.77,0.008,6.7,3.23
2016,5,5,126,0.8263541987239096,-0.5631507242749186,80.7,0.195,20.369,36.592,221.8,0.0,0.08,17.14,3.73,0.006,7.0,2.05
2016,5,5,126,0.8263541987239096,-0.5631507242749186,143.4,0.224,20.059,36.591,214.1,0.77,0.12,10.83,4.77,0.005,6.2,0.13
2016,6,15,167,0.26366549272800704,-0.9646141756912435,4.2,0.02,25.159,36.517,208.7,0.0,0.07,17.47,2.32,0.004,4.9,4.75
2016,6,15,167,0.26366549272800704,-0.9646141756912435,20.5,0.02,25.164,36.516,207.4,0.0,0.07,11.74,1.34,0.005,4.7,2.56
2016,6,15,167,0.26366549272800704,-0.9646141756912435,39.7,0.029,22.393,36.683,227.0,0.0,0.07,22.44,2.58,0.005,5.5,2.23
2016,6,15,167,0.26366549272800704,-0.9646141756912435,60.2,0.039,21.493,36.692,228.4,0.0,0.06,9.22,0.0,0.005,5.1,1.43
2016,6,15,167,0.26366549272800704,-0.9646141756912435,78.8,0.059,21.226,36.686,224.9,0.0,0.06,19.3,3.18,0.005,5.1,2.97
2016,6,15,167,0.26366549272800704,-0.9646141756912435,101.0,0.098,20.863,36.657,222.6,0.0,0.06,20.77,2.72,0.007,5.1,2.2
2016,6,15,167,0.26366549272800704,-0.9646141756912435,119.1,0.176,20.273,36.61,214.6,0.0,0.06,17.54,1.6,0.004,4.8,1.57
2016,6,15,167,0.26366549272800704,-0.9646141756912435,140.8,0.215,19.676,36.574,207.3,0.36,0.09,9.44,1.5,0.004,5.0,0.92
2016,7,23,205,-0.37770796520396466,-0.9259247771938499,3.2,0.039,28.606,36.482,202.2,0.0,0.06,19.8,10.06,0.005,3.3,5.91
2016,7,23,205,-0.37770796520396466,-0.9259247771938499,20.4,0.039,26.386,36.489,212.4,0.0,0.08,20.18,2.87,0.006,4.5,3.47
2016,7,23,205,-0.37770796520396466,-0.9259247771938499,60.0,0.078,21.913,36.665,229.3,0.0,0.06,23.06,6.27,0.008,5.9,3.85
2016,7,23,205,-0.37770796520396466,-0.9259247771938499,80.7,0.107,21.358,36.663,226.1,0.0,0.07,19.56,9.48,0.008,6.0,2.63
2016,7,23,205,-0.37770796520396466,-0.9259247771938499,100.3,0.185,20.903,36.639,216.9,0.0,0.08,17.54,5.83,0.008,5.3,1.5
2016,7,23,205,-0.37770796520396466,-0.9259247771938499,120.4,0.293,20.384,36.619,214.5,0.0,0.07,16.74,5.72,0.006,5.3,1.18
2016,7,23,205,-0.37770796520396466,-0.9259247771938499,142.3,0.273,20.055,36.639,208.5,0.22,0.06,8.21,4.02,0.006,5.3,0.4
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,4.8,0.029,29.425,36.51,196.6,0.0,0.0,21.88,2.33,0.004,3.3,3.6
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,19.8,0.029,28.901,36.468,197.7,0.0,0.0,18.52,4.24,0.006,3.7,2.45
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,39.6,0.059,24.878,36.522,222.9,0.0,0.0,27.97,5.26,0.001,6.9,2.66
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,59.8,0.078,23.198,36.587,228.4,0.0,0.0,28.7,5.01,0.005,6.3,3.39
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,79.7,0.127,21.61,36.637,229.3,0.0,0.0,26.34,6.54,0.007,6.2,2.89
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,99.3,0.283,20.82,36.593,222.1,0.0,0.0,21.81,5.01,0.008,4.6,1.83
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,120.8,0.254,20.402,36.601,209.7,0.21,0.0,16.19,4.56,0.004,3.3,1.15
2016,8,19,232,-0.7526668275320083,-0.6584015846980489,143.1,0.098,20.225,36.63,205.0,0.58,0.0,8.34,3.28,0.004,3.1,0.42
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,4.5,0.039,28.901,36.651,195.5,0.0,0.0,23.89,5.83,0.003,3.0,3.02
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,20.3,0.039,28.765,36.705,196.2,0.0,0.0,23.89,5.83,0.003,3.0,3.3
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,39.5,0.049,25.665,36.74,225.8,0.0,0.04,23.89,5.83,0.006,4.4,2.32
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,59.7,0.078,23.806,36.77,229.7,0.0,0.0,24.3,7.0,0.006,4.2,2.18
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,80.3,0.117,22.57,36.74,218.6,0.0,0.0,19.76,4.21,0.007,5.7,1.74
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,99.7,0.176,21.628,36.688,218.6,0.0,0.0,21.29,6.44,0.005,4.3,1.94
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,120.5,0.234,20.956,36.642,216.6,0.0,0.0,18.08,6.05,0.006,4.2,0.9
2016,9,21,265,-0.9886775902323404,-0.15005539834465262,141.5,0.322,20.461,36.604,211.9,0.16,0.0,13.26,3.6,0.004,3.6,0.42
2016,10,19,293,-0.9455963874271428,0.3253420847119795,5.4,0.068,25.38,36.764,207.7,0.0,0.0,18.84,3.36,0.005,4.2,4.44
2016,10,19,293,-0.9455963874271428,0.3253420847119795,20.5,0.078,25.383,36.764,206.2,0.0,0.04,23.2,7.15,0.004,3.8,3.98
2016,10,19,293,-0.9455963874271428,0.3253420847119795,39.7,0.078,25.392,36.764,205.9,0.0,0.0,22.58,4.86,0.003,4.3,2.48
2016,10,19,293,-0.9455963874271428,0.3253420847119795,58.4,0.107,25.353,36.759,207.6,0.0,0.0,21.33,2.8,0.005,4.2,1.97
2016,10,19,293,-0.9455963874271428,0.3253420847119795,81.1,0.205,24.193,36.768,220.5,0.0,0.0,20.98,0.47,0.008,5.1,3.02
2016,10,19,293,-0.9455963874271428,0.3253420847119795,102.1,0.507,22.447,36.773,227.2,0.0,0.0,23.47,3.75,0.007,4.1,2.37
2016,10,19,293,-0.9455963874271428,0.3253420847119795,121.3,0.146,21.747,36.733,219.0,0.0,0.0,22.55,7.36,0.007,4.3,1.35
2016,10,19,293,-0.9455963874271428,0.3253420847119795,145.5,0.137,20.636,36.605,209.5,0.45,0.0,14.17,8.26,0.004,3.3,0.63
2016,11,20,325,-0.6354323008901775,0.7721565844991641,5.5,0.098,22.943,36.624,212.0,0.0,0.0,15.07,3.13,0.007,3.8,4.7
2016,11,20,325,-0.6354323008901775,0.7721565844991641,18.9,0.098,22.942,36.624,212.4,0.0,0.0,16.88,4.44,0.006,4.4,5.28
2016,11,20,325,-0.6354323008901775,0.7721565844991641,41.5,0.098,22.947,36.624,212.2,0.0,0.0,14.11,3.19,0.005,4.9,4.84
2016,11,20,325,-0.6354323008901775,0.7721565844991641,59.6,0.127,22.845,36.637,212.2,0.0,0.0,17.3,3.87,0.005,4.8,3.02
2016,11,20,325,-0.6354323008901775,0.7721565844991641,78.2,0.127,22.837,36.637,212.5,0.0,0.0,16.02,3.36,0.006,4.5,1.52
2016,11,20,325,-0.6354323008901775,0.7721565844991641,99.6,0.302,21.011,36.628,216.4,0.05,0.0,14.89,4.04,0.007,4.0,1.48
2016,11,20,325,-0.6354323008901775,0.7721565844991641,121.7,0.156,20.433,36.604,206.1,0.6,0.0,8.19,3.07,0.004,3.2,0.34
2016,11,20,325,-0.6354323008901775,0.7721565844991641,141.2,0.078,20.183,36.576,203.8,0.91,0.0,6.77,2.22,0.003,2.7,1.0
2017,4,10,100,0.9886775902323405,-0.1500553983446526,4.9,0.166,20.5,36.734,225.0,0.0,0.0,27.8,4.83,0.008,4.4,10.73
2017,4,10,100,0.9886775902323405,-0.1500553983446526,21.2,0.146,20.501,36.735,224.0,0.0,0.0,24.96,4.43,0.009,4.8,8.9
2017,4,10,100,0.9886775902323405,-0.1500553983446526,40.9,0.175,20.27,36.738,223.7,0.0,0.0,30.16,5.28,0.008,3.9,5.86
2017,4,10,100,0.9886775902323405,-0.1500553983446526,59.8,0.341,20.131,36.715,223.4,0.0,0.0,25.5,4.94,0.014,4.0,5.09
2017,4,10,100,0.9886775902323405,-0.1500553983446526,80.1,0.419,20.01,36.71,217.7,0.46,0.0,19.24,4.03,0.008,3.8,1.02
2017,4,10,100,0.9886775902323405,-0.1500553983446526,100.6,0.37,19.928,36.702,220.3,0.26,0.0,21.84,4.43,0.009,3.8,1.09
2017,4,10,100,0.9886775902323405,-0.1500553983446526,119.1,0.263,19.862,36.674,219.2,0.41,0.0,18.9,4.03,0.008,3.7,0.3
2017,4,10,100,0.9886775902323405,-0.1500553983446526,140.1,0.117,19.822,36.685,212.0,1.08,0.0,12.08,2.02,0.007,3.0,0.63
2017,5,10,130,0.7856498550787147,-0.6186714032625031,5.9,0.029,22.723,36.824,216.9,0.0,0.0,25.11,3.81,0.005,4.3,2.07
2017,5,10,130,0.7856498550787147,-0.6186714032625031,20.9,0.039,22.729,36.824,216.2,0.0,0.0,34.49,4.04,0.006,3.8,2.76
2017,5,10,130,0.7856498550787147,-0.6186714032625031,40.9,0.049,21.655,36.795,219.9,0.0,0.0,39.63,3.81,0.007,4.2,2.36
2017,5,10,130,0.7856498550787147,-0.6186714032625031,61.1,0.068,21.27,36.79,219.9,0.0,0.0,37.88,2.65,0.007,5.4,3.01
2017,5,10,130,0.7856498550787147,-0.6186714032625031,81.1,0.175,21.073,36.784,218.9,0.0,0.0,36.33,4.58,0.007,4.6,2.59
2017,5,10,130,0.7856498550787147,-0.6186714032625031,99.0,0.37,20.845,36.77,207.7,0.32,0.0,34.78,4.75,0.008,3.6,3.65
2017,5,10,130,0.7856498550787147,-0.6186714032625031,120.2,0.214,20.528,36.728,204.5,0.67,0.0,23.77,3.98,0.005,3.5,0.95
2017,5,10,130,0.7856498550787147,-0.6186714032625031,142.9,0.166,20.076,36.665,223.4,0.75,0.0,32.34,4.53,0.011,4.6,1.13
2017,5,30,150,0.5307300481619334,-0.8475409228928311,20.5,0.0,23.444,36.764,217.0,0.0,0.0,40.8,5.95,0.009,5.5,6.75
2017,5,30,150,0.5307300481619334,-0.8475409228928311,40.8,0.078,21.731,36.771,224.5,0.0,0.0,37.21,4.86,0.009,5.8,5.34
2017,5,30,150,0.5307300481619334,-0.8475409228928311,59.6,0.166,20.554,36.719,228.6,0.0,0.0,35.02,4.85,0.012,5.9,5.26
2017,5,30,150,0.5307300481619334,-0.8475409228928311,80.0,0.614,20.035,36.68,225.8,0.0,0.0,53.76,8.14,0.016,5.5,3.53
2017,5,30,150,0.5307300481619334,-0.8475409228928311,100.3,0.214,19.731,36.664,212.9,1.12,0.04,21.15,2.97,0.007,3.2,2.25
2017,5,30,150,0.5307300481619334,-0.8475409228928311,119.7,0.127,19.671,36.685,213.7,1.28,0.0,16.84,2.43,0.005,3.3,0.34
2017,5,30,150,0.5307300481619334,-0.8475409228928311,141.2,0.068,19.57,36.665,215.1,1.27,0.0,16.4,2.43,0.004,2.8,0.03
2017,6,14,165,0.29671281927349075,-0.9549667548552551,4.9,0.046,25.197,36.733,209.8,0.0,0.0,32.33,2.85,0.006,6.9,7.86
2017,6,14,165,0.29671281927349075,-0.9549667548552551,20.7,0.058,24.926,36.74,217.9,0.0,0.0,52.33,5.78,0.009,7.1,7.54
2017,6,14,165,0.29671281927349075,-0.9549667548552551,41.0,0.089,22.004,36.725,223.4,0.0,0.0,46.19,3.51,0.011,7.5,7.55
2017,6,14,165,0.29671281927349075,-0.9549667548552551,60.2,0.161,20.603,36.706,217.9,0.0,0.0,46.68,3.56,0.013,7.0,8.81
2017,6,14,165,0.29671281927349075,-0.9549667548552551,99.6,0.379,19.83,36.669,210.2,1.03,0.0,37.99,3.23,0.009,3.9,1.58
2017,6,14,165,0.29671281927349075,-0.9549667548552551,120.9,0.152,19.605,36.657,212.9,1.22,0.0,24.72,0.0,0.005,4.2,0.54
2017,6,14,165,0.29671281927349075,-0.9549667548552551,140.7,0.064,19.492,36.651,212.2,1.45,0.05,28.75,1.96,0.003,3.6,0.18
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,3.5,0.047,27.949,36.624,199.4,0.0,0.0,31.33,1.81,0.005,6.2,5.4
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,20.5,0.055,26.371,36.609,204.7,0.0,0.0,33.84,4.3,0.006,6.3,6.2
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,40.4,0.065,23.555,36.671,220.4,0.0,0.0,35.4,1.98,0.011,6.3,3.89
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,59.5,0.096,21.626,36.707,224.5,0.0,0.0,39.65,4.74,0.012,6.5,2.83
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,80.2,0.189,20.78,36.691,220.7,0.0,0.0,36.84,5.02,0.011,7.3,2.65
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,99.9,0.339,20.224,36.679,221.1,0.0,0.0,34.36,5.98,0.011,6.3,0.91
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,119.1,0.245,19.85,36.666,212.4,0.68,0.0,21.92,2.2,0.005,5.9,1.37
2017,7,19,200,-0.2967128192734901,-0.9549667548552553,140.5,0.187,19.591,36.654,211.1,1.08,0.0,30.63,3.83,0.004,3.5,0.64
2017,8,16,228,-0.7055836101071774,-0.70862667826446,3.8,0.035,28.987,36.83,196.2,0.0,0.05,23.07,2.72,0.005,6.0,2.35
2017,8,16,228,-0.7055836101071774,-0.70862667826446,19.9,0.036,28.987,36.828,197.7,0.0,0.0,36.37,2.72,0.006,5.7,4.19
2017,8,16,228,-0.7055836101071774,-0.70862667826446,39.5,0.056,23.904,36.814,231.3,0.0,0.0,41.27,4.35,0.006,7.5,5.18
2017,8,16,228,-0.7055836101071774,-0.70862667826446,59.8,0.092,21.635,36.715,229.6,0.0,0.04,33.32,3.73,0.009,6.8,3.75
2017,8,16,228,-0.7055836101071774,-0.70862667826446,80.7,0.177,20.762,36.695,221.9,0.0,0.04,40.04,4.68,0.007,6.4,4.07
2017,8,16,228,-0.7055836101071774,-0.70862667826446,100.3,0.38,20.283,36.683,216.6,0.0,0.04,29.5,5.59,0.006,5.9,2.47
2017,8,16,228,-0.7055836101071774,-0.70862667826446,118.4,0.299,19.883,36.664,210.9,0.5,0.0,22.48,2.82,0.004,3.9,1.1
2017,8,16,228,-0.7055836101071774,-0.70862667826446,140.7,0.123,19.669,36.655,211.4,0.75,0.0,17.45,1.92,0.004,3.9,1.14
2017,9,13,256,-0.9536809966304455,-0.300819807635668,3.5,0.051,28.301,36.497,196.9,0.0,0.0,31.52,4.27,0.005,6.5,5.3
2017,9,13,256,-0.9536809966304455,-0.300819807635668,20.2,0.047,28.317,36.503,196.8,0.0,0.0,46.32,7.15,0.007,6.1,4.75
2017,9,13,256,-0.9536809966304455,-0.300819807635668,39.9,0.076,27.222,36.726,223.7,0.0,0.0,40.69,4.91,0.009,6.3,2.83
2017,9,13,256,-0.9536809966304455,-0.300819807635668,58.9,0.25,23.555,36.711,225.2,0.0,0.0,39.03,5.39,0.009,6.8,4.02
2017,9,13,256,-0.9536809966304455,-0.300819807635668,81.3,0.253,21.843,36.729,219.8,0.0,0.0,33.87,4.85,0.008,6.5,1.92
2017,9,13,256,-0.9536809966304455,-0.300819807635668,98.8,0.426,20.888,36.715,209.6,0.2,0.0,30.11,5.01,0.008,4.7,0.45
2017,9,13,256,-0.9536809966304455,-0.300819807635668,121.9,0.314,20.247,36.682,205.3,1.26,0.0,22.76,3.31,0.004,3.2,1.03
2017,9,13,256,-0.9536809966304455,-0.300819807635668,141.0,0.04,19.782,36.657,204.9,1.46,0.05,18.0,2.08,0.003,3.1,2.5
2017,10,18,291,-0.9562348265919058,0.2926003356333479,3.9,0.059,26.798,36.91,205.2,0.0,0.0,29.09,2.62,0.006,6.3,6.03
2017,10,18,291,-0.9562348265919058,0.2926003356333479,19.2,0.068,25.822,36.514,206.2,0.0,0.0,44.35,3.63,0.006,5.8,5.92
2017,10,18,291,-0.9562348265919058,0.2926003356333479,41.3,0.107,25.576,36.504,205.8,0.0,0.0,26.03,4.59,0.006,5.6,4.92
2017,10,18,291,-0.9562348265919058,0.2926003356333479,59.6,0.195,24.627,36.631,216.5,0.0,0.0,33.32,3.2,0.009,5.9,2.78
2017,10,18,291,-0.9562348265919058,0.2926003356333479,79.4,0.38,22.606,36.752,215.1,0.0,0.0,27.81,3.78,0.009,5.4,2.95
2017,10,18,291,-0.9562348265919058,0.2926003356333479,100.8,0.458,21.525,36.741,209.1,0.36,0.0,24.84,3.03,0.004,4.8,3.02
2017,10,18,291,-0.9562348265919058,0.2926003356333479,119.5,0.253,20.79,36.722,205.2,0.94,0.0,20.9,1.65,0.004,2.8,0.22
2017,10,18,291,-0.9562348265919058,0.2926003356333479,140.0,0.097,20.173,36.681,204.1,1.2,0.0,16.2,1.34,0.003,2.6,0.51
2017,11,18,322,-0.6744436188329457,0.7383263540031063,3.3,0.049,24.464,36.537,206.5,0.0,0.0,36.2,4.93,0.009,4.6,6.97
2017,11,18,322,-0.6744436188329457,0.7383263540031063,20.1,0.049,24.472,36.539,206.3,0.0,0.0,32.51,4.53,0.008,5.8,6.81
2017,11,18,322,-0.6744436188329457,0.7383263540031063,41.0,0.078,24.469,36.538,206.1,0.0,0.06,31.2,4.59,0.009,4.4,4.58
2017,11,18,322,-0.6744436188329457,0.7383263540031063,59.9,0.254,24.476,36.546,206.5,0.0,0.0,25.56,3.13,0.008,5.7,1.31
2017,11,18,322,-0.6744436188329457,0.7383263540031063,80.2,0.254,24.539,36.698,205.8,0.09,0.0,25.56,3.13,0.007,4.0,0.32
