yymmdd,day_of_year,Depth,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,TOC,TON,TOP,BAC,PP
1989-06-22,173.0,39.0,0.05,21.209,36.588,230.9,0.0,0.0,22.16,3.46,#N/A,#N/A,#N/A,#N/A,4.8,1.86
1989-06-22,173.0,53.0,0.069,20.655,36.597,232.9,0.0,0.0,27.95,4.34,#N/A,#N/A,#N/A,#N/A,5.2,-999.0
1989-06-22,173.0,66.0,0.091,20.062,36.613,234.6,0.0,0.05,27.88,4.15,#N/A,#N/A,#N/A,#N/A,5.1,3.92
1989-07-20,201.0,1.0,0.033,27.084,36.431,200.8,0.0,0.0,11.63,1.46,#N/A,#N/A,#N/A,#N/A,3.5,4.06
1989-07-20,201.0,20.0,0.037,26.79,36.472,200.8,0.0,0.0,19.83,2.56,#N/A,#N/A,#N/A,#N/A,5.5,4.3
1989-07-20,201.0,40.0,0.037,22.67,36.695,222.4,0.0,0.0,22.03,2.74,#N/A,#N/A,#N/A,#N/A,5.5,3.76
1989-07-20,201.0,60.0,0.092,21.244,36.652,223.6,0.0,0.0,24.71,3.78,#N/A,#N/A,#N/A,#N/A,4.0,3.75
1989-07-20,201.0,80.0,0.092,20.371,36.64,215.0,0.53,0.0,20.86,2.52,#N/A,#N/A,#N/A,#N/A,4.0,3.61
1989-07-20,201.0,100.0,0.245,19.788,36.63,205.2,0.08,0.0,21.6,3.75,#N/A,#N/A,#N/A,#N/A,3.4,3.35
1989-08-16,228.0,1.0,0.033,26.281,36.491,204.5,0.0,0.0,23.84,3.6,#N/A,#N/A,#N/A,#N/A,3.6,2.75
1989-08-16,228.0,20.0,0.042,26.116,36.495,205.4,0.0,0.0,32.14,4.52,#N/A,#N/A,#N/A,#N/A,3.4,5.39
1989-08-16,228.0,40.0,0.053,24.367,36.607,219.6,0.0,0.0,29.62,4.09,#N/A,#N/A,#N/A,#N/A,4.3,2.83
1989-08-16,228.0,60.0,0.079,21.567,36.608,243.7,0.0,0.0,24.05,3.63,#N/A,#N/A,#N/A,#N/A,6.3,2.41
1989-08-16,228.0,80.0,0.094,20.515,36.625,228.7,0.0,0.0,42.95,5.9,#N/A,#N/A,#N/A,#N/A,5.1,0.87
1989-08-16,228.0,100.0,0.235,19.559,36.617,215.4,0.71,0.0,23.08,4.18,#N/A,#N/A,#N/A,#N/A,2.4,0.38
1989-08-16,228.0,120.0,0.134,19.201,36.608,209.0,0.99,0.0,14.12,2.4,#N/A,#N/A,#N/A,#N/A,2.1,0.89
1989-08-16,228.0,140.0,0.035,18.993,36.589,211.1,2.32,0.03,7.38,1.26,#N/A,#N/A,#N/A,#N/A,1.1,0.21
1989-10-20,293.0,1.0,0.122,26.181,36.632,205.3,0.42,0.04,18.75,2.63,#N/A,#N/A,#N/A,#N/A,4.5,4.46
1989-10-20,293.0,20.0,0.057,25.835,36.686,201.0,0.06,0.0,29.61,2.91,#N/A,#N/A,#N/A,#N/A,4.1,4.09
1989-10-20,293.0,40.0,0.083,25.729,36.681,202.3,0.1,0.0,29.07,2.57,#N/A,#N/A,#N/A,#N/A,4.3,1.12
1989-10-20,293.0,60.0,0.083,23.573,36.617,215.7,1.2,0.0,20.7,2.97,#N/A,#N/A,#N/A,#N/A,4.3,1.84
1989-10-20,293.0,80.0,0.233,21.84,36.633,212.6,0.35,0.0,20.47,3.26,#N/A,#N/A,#N/A,#N/A,5.3,0.97
1989-10-20,293.0,100.0,0.248,20.611,36.655,223.1,0.0,0.0,13.03,2.26,#N/A,#N/A,#N/A,#N/A,3.1,0.4
1989-10-20,293.0,120.0,0.185,19.963,36.632,209.5,0.16,0.0,8.77,1.68,#N/A,#N/A,#N/A,#N/A,2.7,0.13
1989-10-20,293.0,140.0,0.086,19.573,36.611,201.4,1.59,0.05,10.61,1.45,#N/A,#N/A,#N/A,#N/A,2.5,0.08
1989-11-20,324.0,1.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,4.28
1989-11-20,324.0,20.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,4.05
1989-11-20,324.0,40.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,3.19
1989-11-20,324.0,60.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,1.8
1989-11-20,324.0,80.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,0.4
1989-11-20,324.0,100.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,0.25
1989-11-20,324.0,120.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,0.01
1989-11-20,324.0,140.0,#N/A,3.935,35.003,255.9,18.3,1.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,0.07
1990-01-16,16.0,1.0,0.079,21.732,36.792,215.5,0.07,0.0,16.61,2.55,#N/A,#N/A,#N/A,#N/A,3.0,3.88
1990-01-16,16.0,20.0,0.075,21.727,36.784,215.1,0.0,0.0,16.7,2.62,#N/A,#N/A,#N/A,#N/A,3.0,4.27
1990-01-16,16.0,40.0,0.08,21.731,36.785,214.2,0.0,0.0,17.85,2.77,#N/A,#N/A,#N/A,#N/A,2.6,3.56
1990-01-16,16.0,60.0,0.078,21.795,36.781,215.5,0.0,0.0,16.95,2.95,#N/A,#N/A,#N/A,#N/A,3.3,1.91
1990-01-16,16.0,80.0,0.109,21.552,36.695,213.3,0.1,0.0,13.3,2.52,#N/A,#N/A,#N/A,#N/A,3.3,0.73
1990-01-16,16.0,100.0,0.118,21.081,36.704,212.5,0.0,0.0,14.32,2.79,#N/A,#N/A,#N/A,#N/A,1.6,0.05
1990-01-16,16.0,120.0,0.104,20.836,36.673,213.3,0.14,0.0,12.4,2.61,#N/A,#N/A,#N/A,#N/A,2.8,0.27
1990-01-16,16.0,140.0,0.066,19.556,36.635,203.5,0.75,0.0,9.73,1.78,#N/A,#N/A,#N/A,#N/A,1.0,0.11
1990-02-16,47.0,1.0,0.095,21.07,36.748,221.4,0.0,0.0,17.78,3.26,#N/A,#N/A,#N/A,#N/A,2.7,4.89
1990-02-16,47.0,20.0,0.1,21.07,36.745,220.1,0.05,0.0,17.6,3.04,#N/A,#N/A,#N/A,#N/A,2.7,7.32
1990-02-16,47.0,40.0,0.115,21.07,36.744,220.2,0.06,0.0,15.93,2.83,#N/A,#N/A,#N/A,#N/A,2.8,6.6
1990-02-16,47.0,60.0,0.129,21.04,36.744,219.3,0.37,0.0,14.13,2.57,#N/A,#N/A,#N/A,#N/A,3.3,4.59
1990-02-16,47.0,80.0,0.127,21.04,36.743,219.3,0.08,0.0,15.01,2.45,#N/A,#N/A,#N/A,#N/A,2.7,2.44
1990-02-16,47.0,100.0,0.136,21.07,36.743,216.7,0.09,0.0,14.63,1.87,#N/A,#N/A,#N/A,#N/A,3.8,1.11
1990-02-16,47.0,120.0,0.136,21.05,36.743,216.3,0.11,0.0,16.31,2.77,#N/A,#N/A,#N/A,#N/A,2.7,0.45
1990-02-16,47.0,140.0,0.112,21.03,36.745,217.6,0.0,0.0,14.91,2.57,#N/A,#N/A,#N/A,#N/A,3.3,-0.04
1990-02-22,53.0,1.0,0.118,20.839,36.756,224.4,0.11,0.0,26.91,3.54,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-02-22,53.0,20.0,0.116,20.839,36.749,218.8,0.26,0.0,24.14,3.23,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-02-22,53.0,40.0,0.13,20.839,36.749,219.3,0.05,0.0,26.75,3.41,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-02-22,53.0,60.0,0.117,20.829,36.748,221.4,0.05,0.0,39.56,3.54,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-02-22,53.0,80.0,0.127,20.809,36.749,225.1,0.0,0.0,28.76,3.54,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-02-22,53.0,100.0,0.141,20.809,36.748,221.0,0.0,0.0,21.39,2.91,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-02-22,53.0,120.0,0.133,20.789,36.748,221.4,0.0,0.0,16.77,2.98,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-02-22,53.0,140.0,0.137,20.789,36.742,221.8,0.08,0.0,22.33,3.6,#N/A,#N/A,#N/A,#N/A,#N/A,-999.0
1990-03-13,72.0,1.0,0.104,20.367,36.758,220.9,0.0,0.0,18.01,2.53,#N/A,#N/A,#N/A,#N/A,3.8,7.38
1990-03-13,72.0,20.0,0.103,20.338,36.749,221.8,0.0,0.0,19.66,3.06,#N/A,#N/A,#N/A,#N/A,4.3,8.6
1990-03-13,72.0,40.0,0.186,20.152,36.749,221.8,0.52,0.0,18.53,3.08,#N/A,#N/A,#N/A,#N/A,3.1,7.45
1990-03-13,72.0,60.0,0.164,20.14,36.746,220.5,0.0,0.0,17.01,3.0,#N/A,#N/A,#N/A,#N/A,3.5,3.95
1990-03-13,72.0,80.0,0.242,20.069,36.744,218.4,0.07,0.0,15.88,3.28,#N/A,#N/A,#N/A,#N/A,3.9,0.95
1990-03-13,72.0,100.0,0.212,20.031,36.752,219.2,0.1,0.0,13.33,2.98,#N/A,#N/A,#N/A,#N/A,4.3,0.34
1990-03-13,72.0,120.0,0.057,19.316,36.631,205.6,1.32,0.0,9.66,1.34,#N/A,#N/A,#N/A,#N/A,1.6,0.16
1990-03-13,72.0,140.0,0.057,18.925,36.594,204.3,2.06,0.0,6.06,1.06,#N/A,#N/A,#N/A,#N/A,1.6,0.19
1990-04-17,107.0,1.0,0.085,21.891,36.496,224.9,0.04,0.0,47.83,5.71,#N/A,#N/A,#N/A,#N/A,5.5,13.18
1990-04-17,107.0,20.0,0.086,21.696,36.497,224.9,0.05,0.0,43.84,6.34,#N/A,#N/A,#N/A,#N/A,5.4,14.03
1990-04-17,107.0,40.0,0.205,21.51,36.528,223.6,0.06,0.0,34.32,5.51,#N/A,#N/A,#N/A,#N/A,6.1,9.69
1990-04-17,107.0,60.0,0.34,21.172,36.591,222.7,0.0,0.0,34.21,5.92,#N/A,#N/A,#N/A,#N/A,5.4,3.47
1990-04-17,107.0,80.0,0.218,20.877,36.628,220.2,0.25,0.0,24.71,4.62,#N/A,#N/A,#N/A,#N/A,4.8,0.3
1990-04-17,107.0,100.0,0.052,19.707,36.668,205.2,2.13,0.07,10.85,1.9,#N/A,#N/A,#N/A,#N/A,2.5,0.34
1990-04-17,107.0,120.0,0.052,19.992,36.668,205.2,2.13,0.07,10.85,1.9,#N/A,#N/A,#N/A,#N/A,2.5,0.08
1990-04-17,107.0,140.0,0.035,19.115,36.624,226.4,0.99,0.0,8.64,1.71,#N/A,#N/A,#N/A,#N/A,1.6,0.07
1990-05-09,129.0,1.0,0.033,21.89,36.734,222.3,0.05,0.0,20.13,3.2,#N/A,#N/A,#N/A,#N/A,3.4,4.63
1990-05-09,129.0,20.0,0.033,21.19,36.736,221.8,0.05,0.0,18.97,2.9,#N/A,#N/A,#N/A,#N/A,3.5,4.74
1990-05-09,129.0,40.0,0.041,20.682,36.7,225.0,0.06,0.0,23.92,3.98,#N/A,#N/A,#N/A,#N/A,3.4,4.18
1990-05-09,129.0,60.0,0.077,20.018,36.656,226.1,0.05,0.0,26.34,4.26,#N/A,#N/A,#N/A,#N/A,4.3,3.3
1990-05-09,129.0,80.0,0.12,19.998,36.618,225.6,0.08,0.0,22.24,4.14,#N/A,#N/A,#N/A,#N/A,3.8,1.86
1990-05-09,129.0,100.0,0.158,18.899,36.592,207.7,1.58,0.0,16.79,3.42,#N/A,#N/A,#N/A,#N/A,3.4,0.9
1990-05-09,129.0,120.0,0.17,18.841,36.598,211.9,1.81,0.0,12.01,2.38,#N/A,#N/A,#N/A,#N/A,3.4,0.4
1990-05-09,129.0,140.0,0.057,18.802,36.574,201.3,2.77,0.04,6.48,1.3,#N/A,#N/A,#N/A,#N/A,1.1,0.27
1990-06-22,173.0,1.0,0.024,25.067,36.455,209.9,0.05,0.0,26.4,5.12,#N/A,#N/A,#N/A,#N/A,2.9,5.59
1990-06-22,173.0,20.0,0.024,23.404,36.478,212.7,0.08,0.0,38.66,6.11,#N/A,#N/A,#N/A,#N/A,2.7,5.16
1990-06-22,173.0,40.0,0.043,21.809,36.731,222.8,0.05,0.0,31.0,4.86,#N/A,#N/A,#N/A,#N/A,3.8,3.92
1990-06-22,173.0,60.0,0.085,20.56,36.692,227.8,0.05,0.0,33.79,5.48,#N/A,#N/A,#N/A,#N/A,2.9,2.54
1990-06-22,173.0,80.0,0.109,19.941,36.659,226.5,0.05,0.0,24.41,4.98,#N/A,#N/A,#N/A,#N/A,3.6,1.46
1990-06-22,173.0,100.0,0.216,19.447,36.634,220.9,0.11,0.0,35.58,5.6,#N/A,#N/A,#N/A,#N/A,2.9,0.38
1990-06-22,173.0,120.0,0.146,19.296,36.625,215.4,0.64,0.0,21.3,4.98,#N/A,#N/A,#N/A,#N/A,1.9,0.12
1990-06-22,173.0,140.0,0.055,18.915,36.604,211.5,1.82,0.05,9.53,2.49,#N/A,#N/A,#N/A,#N/A,1.1,0.15
1990-07-17,198.0,1.0,0.024,27.166,36.452,211.1,0.09,0.04,5.55,0.94,#N/A,#N/A,#N/A,#N/A,1.0,2.56
1990-07-17,198.0,20.0,-999.0,25.741,36.687,229.8,0.05,0.0,26.55,4.18,#N/A,#N/A,#N/A,#N/A,3.6,3.87
1990-07-17,198.0,40.0,0.093,21.882,36.75,226.2,0.05,0.0,29.41,4.73,#N/A,#N/A,#N/A,#N/A,4.7,2.6
1990-07-17,198.0,60.0,0.058,21.219,36.713,213.3,0.0,0.0,24.87,4.05,#N/A,#N/A,#N/A,#N/A,3.6,2.32
1990-07-17,198.0,80.0,0.054,20.286,36.633,217.1,0.0,0.0,23.06,4.42,#N/A,#N/A,#N/A,#N/A,3.3,1.09
1990-07-17,198.0,100.0,0.132,19.506,36.611,215.4,0.33,0.0,19.74,4.17,#N/A,#N/A,#N/A,#N/A,2.4,0.43
1990-07-17,198.0,120.0,0.054,19.128,36.599,209.0,1.28,0.03,16.91,3.61,#N/A,#N/A,#N/A,#N/A,2.1,-0.05
1990-07-17,198.0,140.0,0.049,18.935,36.596,209.0,2.11,0.08,11.3,2.67,#N/A,#N/A,#N/A,#N/A,1.6,0.02
1990-08-14,226.0,1.0,0.02,28.259,36.604,203.1,0.0,0.04,18.9,1.63,#N/A,#N/A,#N/A,#N/A,3.9,2.67
1990-08-14,226.0,20.0,0.019,27.368,36.614,205.1,0.0,0.0,19.94,2.25,#N/A,#N/A,#N/A,#N/A,2.3,3.14
1990-08-14,226.0,40.0,0.028,24.032,36.859,227.7,0.0,0.0,25.58,2.74,#N/A,#N/A,#N/A,#N/A,4.2,1.65
1990-08-14,226.0,60.0,0.041,22.945,36.87,232.7,0.0,0.0,25.43,1.87,#N/A,#N/A,#N/A,#N/A,4.4,2.74
1990-08-14,226.0,80.0,0.051,22.229,36.836,227.9,0.0,0.0,22.37,2.24,#N/A,#N/A,#N/A,#N/A,6.0,1.33
1990-08-14,226.0,100.0,0.115,20.977,36.779,215.5,0.0,0.0,19.73,2.87,#N/A,#N/A,#N/A,#N/A,2.3,1.18
1990-08-14,226.0,120.0,0.162,20.41,36.735,206.5,0.0,0.0,17.98,2.99,#N/A,#N/A,#N/A,#N/A,4.3,0.54
1990-08-14,226.0,140.0,0.038,19.341,36.635,190.7,0.89,0.0,9.22,0.75,#N/A,#N/A,#N/A,#N/A,1.7,0.19
1990-09-11,254.0,1.0,0.021,29.012,36.467,197.0,0.0,0.07,19.93,3.26,#N/A,#N/A,#N/A,#N/A,2.7,3.43
1990-09-11,254.0,20.0,0.024,28.086,36.486,198.6,0.0,0.04,24.05,4.52,#N/A,#N/A,#N/A,#N/A,3.2,3.9
1990-09-11,254.0,40.0,0.042,23.604,36.73,231.3,0.0,0.04,29.74,5.52,#N/A,#N/A,#N/A,#N/A,5.1,2.55
1990-09-11,254.0,60.0,0.062,22.129,36.758,230.0,0.0,0.04,30.67,6.79,#N/A,#N/A,#N/A,#N/A,4.5,2.36
1990-09-11,254.0,80.0,0.093,21.079,36.749,222.2,0.0,0.04,24.71,4.76,#N/A,#N/A,#N/A,#N/A,4.1,1.14
1990-09-11,254.0,100.0,0.116,20.078,36.702,208.8,0.0,0.04,24.62,6.78,#N/A,#N/A,#N/A,#N/A,2.4,0.63
1990-09-11,254.0,120.0,0.082,19.78,36.678,195.3,0.37,0.04,10.5,2.87,#N/A,#N/A,#N/A,#N/A,1.8,0.27
1990-09-11,254.0,140.0,0.024,19.245,36.628,195.5,1.14,0.05,7.49,1.6,#N/A,#N/A,#N/A,#N/A,1.4,0.16
1990-10-15,288.0,1.0,0.04,25.882,36.512,211.5,0.0,0.0,19.06,3.33,#N/A,#N/A,#N/A,#N/A,4.4,4.87
1990-10-15,288.0,20.0,0.045,25.474,36.499,210.3,0.0,0.0,20.51,3.2,#N/A,#N/A,#N/A,#N/A,4.3,5.08
1990-10-15,288.0,40.0,0.077,24.239,36.683,225.9,0.0,0.0,23.0,3.84,#N/A,#N/A,#N/A,#N/A,5.3,3.17
1990-10-15,288.0,60.0,0.101,22.436,36.82,229.8,0.0,0.0,22.93,4.34,#N/A,#N/A,#N/A,#N/A,6.0,3.81
1990-10-15,288.0,80.0,0.115,21.826,36.784,226.1,0.0,0.0,18.89,3.45,#N/A,#N/A,#N/A,#N/A,4.0,2.24
1990-10-15,288.0,100.0,0.116,20.618,36.718,214.9,0.0,0.0,13.34,3.45,#N/A,#N/A,#N/A,#N/A,3.7,1.18
1990-10-15,288.0,120.0,0.074,20.009,36.673,215.3,0.09,0.0,10.67,2.31,#N/A,#N/A,#N/A,#N/A,2.7,0.48
1990-10-15,288.0,140.0,0.033,19.612,36.65,209.9,0.48,0.0,10.96,2.18,#N/A,#N/A,#N/A,#N/A,2.7,0.06
1990-11-06,310.0,1.0,0.063,24.415,36.686,214.0,0.0,0.0,18.91,2.82,#N/A,#N/A,#N/A,#N/A,2.4,4.01
1990-11-06,310.0,20.0,0.061,24.423,36.692,213.3,0.35,0.0,18.99,3.33,#N/A,#N/A,#N/A,#N/A,2.4,5.32
1990-11-06,310.0,40.0,0.079,24.363,36.68,219.2,0.0,0.0,23.79,4.09,#N/A,#N/A,#N/A,#N/A,2.9,4.79
1990-11-06,310.0,60.0,0.201,21.981,36.772,232.4,0.0,0.0,21.35,3.71,#N/A,#N/A,#N/A,#N/A,3.0,3.51
1990-11-06,310.0,80.0,0.209,21.565,36.757,227.4,0.0,0.0,20.59,3.71,#N/A,#N/A,#N/A,#N/A,2.3,2.18
1990-11-06,310.0,100.0,0.162,20.807,36.73,219.5,0.0,0.0,14.63,2.44,#N/A,#N/A,#N/A,#N/A,1.6,1.01
1990-11-06,310.0,120.0,0.069,19.86,36.657,212.9,0.49,0.0,10.71,2.18,#N/A,#N/A,#N/A,#N/A,1.2,0.34
1990-11-06,310.0,140.0,0.038,19.411,36.631,208.0,1.02,0.0,9.79,2.06,#N/A,#N/A,#N/A,#N/A,0.9,0.07
1990-12-03,337.0,1.0,0.049,22.946,36.74,218.3,0.0,0.0,17.32,3.07,#N/A,#N/A,#N/A,#N/A,3.2,8.11
1990-12-03,337.0,20.0,0.068,22.7,36.665,219.1,0.0,0.0,20.48,4.09,#N/A,#N/A,#N/A,#N/A,3.2,7.29
1990-12-03,337.0,40.0,0.109,22.409,36.611,219.1,0.0,0.0,30.15,6.23,#N/A,#N/A,#N/A,#N/A,2.9,5.58
1990-12-03,337.0,60.0,0.147,22.39,36.604,217.8,0.0,0.0,18.1,4.09,#N/A,#N/A,#N/A,#N/A,3.1,2.59
1990-12-03,337.0,80.0,0.15,22.389,36.604,217.4,0.0,0.0,18.18,3.45,#N/A,#N/A,#N/A,#N/A,3.3,1.02
1990-12-03,337.0,100.0,0.132,21.57,36.799,220.3,0.0,0.0,10.6,2.31,#N/A,#N/A,#N/A,#N/A,2.0,0.26
1990-12-03,337.0,120.0,0.052,20.135,36.67,207.2,1.34,0.0,9.3,1.93,#N/A,#N/A,#N/A,#N/A,1.4,0.27
1990-12-03,337.0,140.0,0.012,19.633,36.646,207.6,1.8,0.0,5.59,1.04,#N/A,#N/A,#N/A,#N/A,1.1,-0.05
1991-01-15,15.0,1.0,0.146,21.106,36.687,224.2,0.0,0.0,26.96,5.03,#N/A,#N/A,#N/A,#N/A,5.5,9.56
1991-01-15,15.0,20.0,0.155,20.979,36.683,223.7,0.0,0.0,30.87,6.04,#N/A,#N/A,#N/A,#N/A,5.8,10.61
1991-01-15,15.0,40.0,0.189,20.968,36.68,224.7,0.0,0.0,25.62,5.54,#N/A,#N/A,#N/A,#N/A,5.6,6.94
1991-01-15,15.0,60.0,0.189,20.88,36.68,224.7,0.0,0.0,25.62,5.54,#N/A,#N/A,#N/A,#N/A,5.6,3.12
1991-01-15,15.0,80.0,0.129,20.94,36.674,222.4,0.06,0.0,26.29,5.03,#N/A,#N/A,#N/A,#N/A,5.9,0.96
1991-01-15,15.0,100.0,0.082,20.822,36.65,219.0,0.34,0.0,11.75,3.39,#N/A,#N/A,#N/A,#N/A,3.9,0.34
1991-01-15,15.0,120.0,0.056,20.78,36.645,218.7,0.45,0.0,11.62,2.51,#N/A,#N/A,#N/A,#N/A,3.5,0.11
1991-01-15,15.0,140.0,0.017,20.395,36.665,209.6,1.33,0.0,17.7,5.41,#N/A,#N/A,#N/A,#N/A,3.1,0.0
1991-01-30,30.0,1.0,-999.0,20.619,36.667,224.8,0.0,0.0,39.98,6.84,#N/A,#N/A,#N/A,#N/A,5.0,6.8
1991-01-30,30.0,20.0,-999.0,20.706,36.668,224.8,0.0,0.0,43.28,6.72,#N/A,#N/A,#N/A,#N/A,5.2,5.97
1991-01-30,30.0,40.0,-999.0,20.614,36.668,222.7,0.0,0.0,35.82,6.47,#N/A,#N/A,#N/A,#N/A,4.1,3.21
1991-01-30,30.0,60.0,-999.0,20.58,36.668,222.7,0.0,0.0,29.48,5.38,#N/A,#N/A,#N/A,#N/A,5.4,3.37
1991-01-30,30.0,80.0,-999.0,20.388,36.674,221.5,0.15,0.0,24.34,4.89,#N/A,#N/A,#N/A,#N/A,4.9,0.56
1991-01-30,30.0,100.0,-999.0,20.385,36.677,221.3,0.17,0.0,22.08,4.4,#N/A,#N/A,#N/A,#N/A,3.9,0.18
1991-01-30,30.0,120.0,-999.0,20.374,36.676,220.0,0.25,0.0,17.61,3.8,#N/A,#N/A,#N/A,#N/A,5.4,0.03
1991-01-30,30.0,140.0,-999.0,20.027,36.67,215.4,0.65,0.0,17.7,3.56,#N/A,#N/A,#N/A,#N/A,3.9,-0.07
1991-02-20,51.0,1.0,0.137,20.584,36.697,224.8,0.14,0.0,22.11,3.8,#N/A,#N/A,#N/A,#N/A,4.9,4.43
1991-02-20,51.0,20.0,0.161,20.388,36.693,224.3,0.12,0.0,31.15,4.65,#N/A,#N/A,#N/A,#N/A,4.9,-999.0
1991-02-20,51.0,40.0,0.164,20.377,36.691,225.4,0.27,0.0,30.9,4.89,#N/A,#N/A,#N/A,#N/A,3.6,1.59
1991-02-20,51.0,60.0,0.164,20.377,36.691,225.4,0.27,0.0,30.9,4.89,#N/A,#N/A,#N/A,#N/A,3.6,0.78
1991-02-20,51.0,80.0,0.175,20.381,36.691,224.4,0.12,0.0,23.44,4.28,#N/A,#N/A,#N/A,#N/A,3.7,0.64
1991-02-20,51.0,100.0,0.204,20.385,36.691,225.0,0.11,0.0,26.05,4.04,#N/A,#N/A,#N/A,#N/A,3.3,0.15
1991-02-20,51.0,120.0,0.137,20.389,36.691,223.7,0.13,0.0,22.96,4.52,#N/A,#N/A,#N/A,#N/A,4.8,0.05
1991-02-20,51.0,140.0,0.149,20.393,36.692,224.0,0.13,0.0,20.87,4.41,#N/A,#N/A,#N/A,#N/A,6.2,-0.15
1991-03-21,80.0,1.0,0.206,19.272,36.64,227.9,0.46,0.0,28.8,7.54,#N/A,#N/A,#N/A,#N/A,3.8,22.19
1991-03-21,80.0,20.0,0.181,19.181,36.638,227.0,0.37,0.0,30.29,5.76,#N/A,#N/A,#N/A,#N/A,4.3,15.69
1991-03-21,80.0,40.0,0.181,19.185,36.64,229.4,0.39,0.0,32.55,6.91,#N/A,#N/A,#N/A,#N/A,4.9,17.04
1991-03-21,80.0,60.0,0.148,19.179,36.638,227.4,0.39,0.0,32.55,6.91,#N/A,#N/A,#N/A,#N/A,6.2,3.48
1991-03-21,80.0,80.0,0.148,19.18,36.637,229.0,0.37,0.0,35.93,8.94,#N/A,#N/A,#N/A,#N/A,5.1,-999.0
1991-03-21,80.0,100.0,0.157,19.186,36.636,227.7,0.4,0.0,35.93,8.94,#N/A,#N/A,#N/A,#N/A,5.4,0.12
1991-03-21,80.0,120.0,0.172,19.191,36.639,230.8,0.4,0.0,30.22,7.54,#N/A,#N/A,#N/A,#N/A,6.0,0.22
1991-03-21,80.0,140.0,0.181,19.184,36.636,227.5,0.39,0.0,30.34,7.41,#N/A,#N/A,#N/A,#N/A,5.4,0.01
1991-04-05,95.0,1.0,0.134,19.479,36.655,230.5,0.23,0.0,30.22,5.35,#N/A,#N/A,#N/A,#N/A,3.8,17.82
1991-04-05,95.0,20.0,0.239,19.443,36.651,229.8,0.23,0.0,42.89,8.05,#N/A,#N/A,#N/A,#N/A,4.4,-999.0
1991-04-05,95.0,40.0,0.206,19.414,36.651,230.2,0.24,0.0,57.18,10.74,#N/A,#N/A,#N/A,#N/A,4.9,11.46
1991-04-05,95.0,60.0,0.247,19.413,36.65,230.0,0.26,0.0,37.01,6.32,#N/A,#N/A,#N/A,#N/A,4.8,4.58
1991-04-05,95.0,80.0,0.206,19.416,36.65,229.2,0.27,0.0,25.96,5.11,#N/A,#N/A,#N/A,#N/A,5.5,1.43
1991-04-05,95.0,100.0,0.255,19.416,36.65,230.1,0.3,0.0,29.52,5.84,#N/A,#N/A,#N/A,#N/A,4.6,0.22
1991-04-05,95.0,120.0,0.148,19.412,36.649,229.7,0.34,0.0,21.06,4.98,#N/A,#N/A,#N/A,#N/A,4.2,-0.02
1991-04-05,95.0,140.0,0.123,19.36,36.648,227.2,0.4,0.0,8.84,3.63,#N/A,#N/A,#N/A,#N/A,4.3,0.03
1991-04-16,106.0,1.0,0.082,19.879,36.672,231.4,0.0,0.0,38.66,7.11,#N/A,#N/A,#N/A,#N/A,5.2,9.71
1991-04-16,106.0,20.0,0.137,19.536,36.664,231.2,0.0,0.0,42.62,7.87,#N/A,#N/A,#N/A,#N/A,5.4,10.91
1991-04-16,106.0,40.0,0.167,19.488,36.664,230.7,0.0,0.0,42.32,9.14,#N/A,#N/A,#N/A,#N/A,4.9,8.38
1991-04-16,106.0,60.0,0.23,19.478,36.663,230.7,0.08,0.0,41.74,7.75,#N/A,#N/A,#N/A,#N/A,4.6,5.37
1991-04-16,106.0,80.0,0.247,19.449,36.658,228.8,0.11,0.0,35.7,7.62,#N/A,#N/A,#N/A,#N/A,4.9,2.11
1991-04-16,106.0,100.0,0.189,19.387,36.661,225.5,0.61,0.0,23.16,5.09,#N/A,#N/A,#N/A,#N/A,5.2,0.44
1991-04-16,106.0,120.0,0.088,19.384,36.662,225.8,0.47,0.0,35.16,8.89,#N/A,#N/A,#N/A,#N/A,4.2,0.69
1991-04-16,106.0,140.0,0.076,19.374,36.654,226.7,0.54,0.0,18.5,4.08,#N/A,#N/A,#N/A,#N/A,2.5,0.04
