day_of_year,Depth,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,TOC,TON,TOP,BAC,year,month,day,PP
353.0,5.0,0.095,21.45,36.597430243073234,204.4,0.0,0.0,25.35,3.28,0.009552633968759106,63.000845256116556,4.94562652454141,89.52988275442362,3.7304346422354797,1988.0,12.0,18.0,6.15
353.0,25.0,0.089,21.45,36.593063179178486,204.0,0.0,0.0,23.62,3.42,0.009147851746655444,62.437095550824985,5.010074259864268,87.26400651510266,3.655112786522544,1988.0,12.0,18.0,
353.0,50.0,0.093,21.799,36.585953975393764,203.2,0.0,0.0,21.79,3.33,0.008582154028954403,61.9232870112312,5.062675444669708,85.38944072122013,3.5351728900919106,1988.0,12.0,18.0,2.15
353.0,75.0,0.122,21.57,36.58937119608172,203.2,0.06,0.0,32.69,4.02,0.009473416405685608,60.70635087447908,4.973385158884398,84.21480301001702,3.7024904947708848,1988.0,12.0,18.0,0.29
353.0,100.0,0.11,19.736,36.596816880685516,194.5,0.23,0.03,15.15,1.94,0.006712542038219249,57.49546939174929,5.292364466003036,91.72508419985229,2.456850846237595,1988.0,12.0,18.0,2.85
353.0,120.0,0.045,19.44,36.594231124427786,190.7,0.58,0.0,21.82,2.08,0.006587587484866209,55.83318885188405,5.358068884158698,94.58822678618776,2.2016452690048105,1988.0,12.0,18.0,0.16
27.0,18.0,0.097,20.853,36.633408840047096,217.6,0.07,0.0,19.74,3.46,0.012715930662023589,62.510363080898706,5.18551131928659,94.48029274124451,4.301703770410121,1989.0,1.0,27.0,3.78
27.0,41.0,0.091,20.784,36.65654411401695,229.5,0.06,0.04,15.66,2.49,0.012568239158914807,62.873322127159945,5.157412309008464,99.56086892287249,4.6838776226429495,1989.0,1.0,27.0,3.5
27.0,62.0,0.095,20.885,36.657918926702486,231.6,0.12,0.03,14.21,2.25,0.012317318106570274,62.47488904174486,5.198431558687531,101.46470367475399,4.681193378877335,1989.0,1.0,27.0,2.02
27.0,81.0,0.088,20.772,36.64793261865951,226.5,0.07,0.03,14.56,2.6,0.01180065112503531,61.39288579302716,5.247577256680955,95.14701137079805,4.422057203576266,1989.0,1.0,27.0,0.77
27.0,102.0,0.088,20.768,36.646037244375975,224.8,0.21,0.06,13.0,2.09,0.01109685930063714,60.39933994602484,5.322686937614193,98.65062915147519,4.145844247380076,1989.0,1.0,27.0,0.49
50.0,2.0,0.203,19.879,36.65397033396662,232.4,0.18,0.05,55.2,8.08,0.018664626333806056,63.59395485941225,4.763446934508906,92.58971077548244,6.246716959329998,1989.0,2.0,19.0,28.3
50.0,20.0,0.231,19.438,36.6524264246132,236.2,0.3,0.03,58.97,9.56,0.019699891542346415,63.14388733676235,4.8466699265935205,94.28836910809878,6.616431932339609,1989.0,2.0,19.0,8.11
50.0,30.0,0.437,19.421,36.65815195969246,232.4,0.38,0.0,44.65,6.75,0.01851394520017091,62.125721970494695,4.944979568286968,115.43841609360015,5.774227342141369,1989.0,2.0,19.0,24.57
50.0,47.0,0.592,19.416,36.647966121384734,229.8,0.62,0.0,31.76,5.84,0.017696091325417496,61.27690077717837,5.210787690671623,133.6870685049903,5.226430126531234,1989.0,2.0,19.0,1.84
50.0,75.0,0.171,19.399,36.65482848773148,227.7,0.89,0.03,24.61,3.7,0.013895796280034844,59.971318310856454,5.353553269530295,119.50840349625128,4.522032553476819,1989.0,2.0,19.0,
50.0,100.0,0.138,19.382,36.658415357791334,228.6,0.85,0.0,11.93,2.2,0.012145529080773876,59.42032954266262,5.480164100244664,119.64206685010777,4.118102908662884,1989.0,2.0,19.0,0.12
85.0,4.0,0.051,20.805,36.69194053538273,233.4,0.18,0.0,24.2,3.72,0.012441388949200383,64.15772203347893,4.9731759371806845,98.02763651935675,2.8,1989.0,3.0,26.0,4.02
85.0,15.0,0.057,20.931,36.68640614168743,232.5,0.14,0.0,26.38,3.48,0.012545924222455762,63.80807757826209,4.9339465584717885,97.29806478052637,3.2,1989.0,3.0,26.0,2.85
85.0,25.0,0.057,20.582,36.68947102719386,234.2,0.27,0.0,26.76,3.99,0.012704391225290546,63.346706977866084,5.010002177949119,99.68878273624455,3.1,1989.0,3.0,26.0,3.8
85.0,35.0,0.058,20.449,36.687319320324505,234.6,0.2,0.0,21.15,3.38,0.01217453094618065,63.12049053823051,5.062441498410166,100.03941072888301,3.3,1989.0,3.0,26.0,3.54
85.0,53.0,0.095,20.36,36.68177372326012,232.4,0.15,0.0,19.78,2.82,0.01190860553594475,62.27890276289829,5.0741465498025065,101.12389634632541,3.5,1989.0,3.0,26.0,2.96
85.0,70.0,0.183,19.801,36.678846672913934,233.7,0.0,0.0,20.95,3.7,0.012753138493427463,61.684650734550225,5.086240123130779,99.82901435098574,4.0,1989.0,3.0,26.0,0.4
107.0,5.0,0.065,20.961,36.696626060767315,233.4,0.0,0.0,21.96,3.61,0.012165977201693157,64.61391525488577,4.832282948441062,87.75442188105512,2.4,1989.0,4.0,17.0,3.57
107.0,17.0,0.066,20.976,36.69012672063417,232.1,0.0,0.0,18.2,3.17,0.011652959968257603,64.19582065684133,4.896177295521795,88.62534580962733,2.5,1989.0,4.0,17.0,3.5
107.0,32.0,0.075,20.744,36.68143883497075,232.1,0.0,0.0,26.39,4.16,0.012714951213875114,63.569180063399294,4.8603791624282024,86.23843843761097,3.3,1989.0,4.0,17.0,2.49
107.0,50.0,0.109,20.3,36.70549303976667,239.7,0.0,0.0,19.48,3.4,0.01227134143369163,63.37683725206677,4.898862985276921,91.43437391604698,2.9,1989.0,4.0,17.0,2.45
107.0,64.0,0.199,19.677,36.708445075424166,240.1,0.0,0.0,21.15,3.86,0.012933665166269481,62.468290501781695,4.92023408701516,95.17254998083376,3.0,1989.0,4.0,17.0,2.14
107.0,75.0,0.199,19.514,36.68082610022617,230.7,0.05,0.0,24.51,5.23,0.012940430045790263,61.23541621464628,5.0435833190015416,89.3548071970738,3.0,1989.0,4.0,17.0,3.16
136.0,3.0,0.038,22.533,36.646851520987454,218.6,0.06,0.0,38.31,4.37,0.012467813618900092,64.3576873398722,4.686905033659869,80.8189262165879,3.1,1989.0,5.0,16.0,2.42
136.0,14.0,0.039,21.655,36.65344885525739,221.5,0.08,0.0,53.34,6.71,0.014421160125426269,63.56523033057651,4.6021129391033355,74.60068870946043,3.6,1989.0,5.0,16.0,1.72
136.0,25.0,0.045,21.035,36.66174573056066,225.3,0.0,0.0,33.97,4.15,0.012792233171146639,63.3219564286431,4.758498609895369,83.89955177836714,3.9,1989.0,5.0,16.0,0.86
136.0,39.0,0.061,20.699,36.66824718039104,232.1,0.06,0.0,27.35,4.26,0.012766528817102052,63.46898610745173,4.886541816055882,88.9617224312351,4.1,1989.0,5.0,16.0,2.17
136.0,67.0,0.16,19.521,36.6727492366514,225.2,0.05,0.0,36.52,5.06,0.013358569892631345,60.729062999936346,4.849008945066785,86.87196997559727,3.6,1989.0,5.0,16.0,1.83
136.0,97.0,0.18,19.204,36.659099670464585,217.1,0.86,0.0,22.37,4.39,0.01109047602122043,58.27196922881103,5.384565237957773,109.36742610608735,1.8,1989.0,5.0,16.0,0.67
173.0,3.0,0.029,26.099,36.57872176130745,207.5,0.0,0.0,18.06,2.93,0.008951479153024022,66.70852903656305,4.982041707423463,81.7820438885717,2.7,1989.0,6.0,22.0,
173.0,16.0,0.031,24.266,36.61237703493547,215.4,0.0,0.0,25.26,3.64,0.010261444488783189,65.46115797027636,4.903253980900416,82.11717008179039,3.0,1989.0,6.0,22.0,4.38
173.0,24.0,0.032,22.597,36.63365929284799,226.7,0.0,0.0,21.22,3.15,0.011222061099783576,65.11185742466441,4.947913171457046,91.30636411544151,4.4,1989.0,6.0,22.0,4.27
173.0,39.0,0.05,21.209,36.648998204971406,230.9,0.0,0.0,22.16,3.46,0.011867276768759982,63.96587861357848,4.97513197764664,93.47586196166003,4.8,1989.0,6.0,22.0,1.86
173.0,53.0,0.069,20.655,36.652152062843136,232.9,0.0,0.0,27.95,4.34,0.012760857882690546,63.28749279834359,4.952894776387865,92.21570221078105,5.2,1989.0,6.0,22.0,
173.0,66.0,0.091,20.062,36.66333252109564,234.6,0.0,0.05,27.88,4.15,0.012670777139686618,62.48884988207388,4.954563231991514,93.90929278054114,5.1,1989.0,6.0,22.0,3.92
201.0,1.0,0.033,27.084,36.54468310005663,200.8,0.0,0.0,11.63,1.46,0.007872492700793376,67.10650875012624,5.0221434025650495,86.77204581526667,3.5,1989.0,7.0,20.0,4.06
201.0,20.0,0.037,26.79,36.51848901579645,200.8,0.0,0.0,19.83,2.56,0.00945046460983584,66.49238373918638,5.035241828960764,86.52790525952196,5.5,1989.0,7.0,20.0,4.3
201.0,40.0,0.037,22.67,36.60861593205176,222.4,0.0,0.0,22.03,2.74,0.011068875255427213,64.43219935509364,4.957967795579094,93.06760546052624,5.5,1989.0,7.0,20.0,3.76
201.0,60.0,0.092,21.244,36.6406918662533,223.6,0.0,0.0,24.71,3.78,0.011112805512208057,62.62983430183932,4.968077502577486,89.32759042620683,4.0,1989.0,7.0,20.0,3.75
201.0,80.0,0.092,20.371,36.625306278390475,215.0,0.53,0.0,20.86,2.52,0.010229778305701154,59.97349122033154,5.239705640105726,107.31580148183821,4.0,1989.0,7.0,20.0,3.61
201.0,100.0,0.245,19.788,36.613519002809284,205.2,0.08,0.0,21.6,3.75,0.010274580940892397,58.35842273664377,5.213508120093437,93.70486037661658,3.4,1989.0,7.0,20.0,3.35
228.0,1.0,0.033,26.281,36.55681093285405,204.5,0.0,0.0,23.84,3.6,0.00946575387081472,66.958783745825,4.888412743042451,78.59728099671611,3.6,1989.0,8.0,16.0,2.75
228.0,20.0,0.042,26.116,36.56396405972279,205.4,0.0,0.0,32.14,4.52,0.010045115693870676,66.19954306976449,4.814241668814859,73.76607773372848,3.4,1989.0,8.0,16.0,5.39
228.0,40.0,0.053,24.367,36.59991773376029,219.6,0.0,0.0,29.62,4.09,0.010954030828264627,65.57994376508388,4.8173248421318675,81.82575038541995,4.3,1989.0,8.0,16.0,2.83
228.0,60.0,0.079,21.567,36.65058172191214,243.7,0.0,0.0,24.05,3.63,0.012860609501127052,65.24504611562787,4.856483400807264,97.48106921748854,6.3,1989.0,8.0,16.0,2.41
228.0,80.0,0.094,20.515,36.64573753428183,228.7,0.0,0.0,42.95,5.9,0.013408537647415786,61.9982609489015,4.770658351337062,81.71478176834285,5.1,1989.0,8.0,16.0,0.87
228.0,100.0,0.235,19.559,36.64263788705432,215.4,0.71,0.0,23.08,4.18,0.010624204631079881,58.701174733035856,5.301300960598013,109.8327496782706,2.4,1989.0,8.0,16.0,0.38
228.0,120.0,0.134,19.201,36.633210804824046,209.0,0.99,0.0,14.12,2.4,0.008572851443311158,56.956948492163704,5.515389614567454,115.35785784976679,2.1,1989.0,8.0,16.0,0.89
228.0,140.0,0.035,18.993,36.63543939499859,211.1,2.32,0.03,7.38,1.26,0.007178437320579545,55.27771867416473,6.029689345939886,152.71183789600332,1.1,1989.0,8.0,16.0,0.21
293.0,1.0,0.122,26.181,36.53895189288971,205.3,0.42,0.04,18.75,2.63,0.009134306828895988,66.80025663201101,5.106069059674709,106.56942951277597,4.5,1989.0,10.0,20.0,4.46
293.0,20.0,0.057,25.835,36.55086367178892,201.0,0.06,0.0,29.61,2.91,0.009039059628444035,65.49211352423967,4.850818437470238,85.38518353426298,4.1,1989.0,10.0,20.0,4.09
293.0,40.0,0.083,25.729,36.551521196066076,202.3,0.1,0.0,29.07,2.57,0.009003519019621264,64.85510849269866,4.874760964467981,88.69240971459112,4.3,1989.0,10.0,20.0,1.12
293.0,60.0,0.083,23.573,36.575829885765344,215.7,1.2,0.0,20.7,2.97,0.00963194525080846,63.22124220138872,5.4130214197436715,127.59280747819685,4.3,1989.0,10.0,20.0,1.84
293.0,80.0,0.233,21.84,36.57910508924597,212.6,0.35,0.0,20.47,3.26,0.01047529233517891,61.64686178031646,5.223737840279668,110.4628190564215,5.3,1989.0,10.0,20.0,0.97
293.0,100.0,0.248,20.611,36.64888982489142,223.1,0.0,0.0,13.03,2.26,0.009131937335312923,61.01776587169304,5.074661760464082,100.83449448915121,3.1,1989.0,10.0,20.0,0.4
293.0,120.0,0.185,19.963,36.625386353940215,209.5,0.16,0.0,8.77,1.68,0.007478193098415353,58.49069036590789,5.285646004210378,98.93109724282704,2.7,1989.0,10.0,20.0,0.13
293.0,140.0,0.086,19.573,36.59580221364258,201.4,1.59,0.05,10.61,1.45,0.006773967693106064,55.622369833070096,5.837120016946898,135.21484725193113,2.5,1989.0,10.0,20.0,0.08
324.0,1.0,-0.3248494933140078,3.935,36.708874847177825,255.9,18.3,1.21,25.754220393610495,1.50026342726221,0.01391928104813056,38.374307577796316,11.291891995130044,673.8440125890592,0.1,1989.0,11.0,20.0,4.28
324.0,20.0,-0.32736825669210656,3.935,36.70687460148238,255.9,18.3,1.21,24.155581806314444,1.306568381787355,0.013530272777557029,37.81751964300176,11.33095438892606,673.0603478270152,0.1,1989.0,11.0,20.0,4.05
324.0,40.0,-0.3300195865637958,3.935,36.70476907969771,255.9,18.3,1.21,22.472804346002803,1.1026788602348718,0.013120790387479653,37.23142708006012,11.372072698185022,672.2354375511794,0.1,1989.0,11.0,20.0,3.19
324.0,60.0,-0.3326709164354833,3.935,36.70266355791304,255.9,18.3,1.21,20.790026885691177,0.898789338682386,0.012711307997402221,36.64533451711847,11.413191007444013,671.4105272753435,0.1,1989.0,11.0,20.0,1.8
324.0,80.0,-0.3353222463071708,3.935,36.70055803612836,255.9,18.3,1.21,19.107249425379564,0.6948998171299108,0.012301825607324846,36.059241954176855,11.454309316702975,670.5856169995077,0.1,1989.0,11.0,20.0,0.4
324.0,100.0,-0.3379735761788547,3.935,36.69845251434369,255.9,18.3,1.21,17.42447196506791,0.4910102955774267,0.011892343217247414,35.4731493912352,11.495427625961938,669.7607067236721,0.1,1989.0,11.0,20.0,0.25
324.0,120.0,-0.3406249060505404,3.935,36.69634699255902,255.9,18.3,1.21,15.741694504756254,0.28712077402494174,0.011482860827169983,34.88705682829355,11.5365459352209,668.9357964478363,0.1,1989.0,11.0,20.0,0.01
324.0,140.0,-0.34327623592222967,3.935,36.694241470774344,255.9,18.3,1.21,14.058917044444598,0.08323125247246743,0.011073378437092607,34.3009642653519,11.577664244479891,668.1108861720003,0.1,1989.0,11.0,20.0,0.07
16.0,1.0,0.079,21.732,36.64702846137542,215.5,0.07,0.0,16.61,2.55,0.011884985510369372,63.50284693360261,4.981150553158329,86.59900565833823,3.0,1990.0,1.0,16.0,3.88
16.0,20.0,0.075,21.727,36.6450425942874,215.1,0.0,0.0,16.7,2.62,0.011622494148951501,62.95333175326796,4.985027465538963,82.4064771648898,3.0,1990.0,1.0,16.0,4.27
16.0,40.0,0.08,21.731,36.646996338498255,214.2,0.0,0.0,17.85,2.77,0.011298775402033001,62.20208830097499,4.992168714388683,79.39491814827693,2.6,1990.0,1.0,16.0,3.56
16.0,60.0,0.078,21.795,36.63548728670769,215.5,0.0,0.0,16.95,2.95,0.011408657611240602,61.932691790188684,5.055342324319213,79.45484457987232,3.3,1990.0,1.0,16.0,1.91
16.0,80.0,0.109,21.552,36.62885971949443,213.3,0.1,0.0,13.3,2.52,0.010945184841611388,60.86529074418582,5.168493672150291,84.41847575692577,3.3,1990.0,1.0,16.0,0.73
16.0,100.0,0.118,21.081,36.654617033564,212.5,0.0,0.0,14.32,2.79,0.010103831322067325,59.654141771998155,5.117678482475455,75.31101101224976,1.6,1990.0,1.0,16.0,0.05
16.0,120.0,0.104,20.836,36.63747498098038,213.3,0.14,0.0,12.4,2.61,0.010303243933186768,59.011702933662065,5.249960429811736,81.63108499404166,2.8,1990.0,1.0,16.0,0.27
16.0,140.0,0.066,19.556,36.6461530145927,203.5,0.75,0.0,9.73,1.78,0.008614192911576446,55.66510955451682,5.519981553709584,94.01166057651949,1.0,1990.0,1.0,16.0,0.11
47.0,1.0,0.095,21.07,36.66722276128301,221.4,0.0,0.0,17.78,3.26,0.012190831131704716,63.706498955382685,4.934114581345128,84.37791978888117,2.7,1990.0,2.0,16.0,4.89
47.0,20.0,0.1,21.07,36.663193369045196,220.1,0.05,0.0,17.6,3.04,0.011885729284399682,62.933299612541575,4.972394868274435,85.16541356945208,2.7,1990.0,2.0,16.0,7.32
47.0,40.0,0.115,21.07,36.659800403138,220.2,0.06,0.0,15.93,2.83,0.011617569590155807,62.35098367518587,5.017637697526041,86.019711778908,2.8,1990.0,2.0,16.0,6.6
47.0,60.0,0.129,21.04,36.64487772353894,219.3,0.37,0.0,14.13,2.57,0.01156809844485912,61.4698618264851,5.188372939234554,97.29666720021851,3.3,1990.0,2.0,16.0,4.59
47.0,80.0,0.127,21.04,36.65728852268716,219.3,0.08,0.0,15.01,2.45,0.01098141482124082,60.95494567342706,5.067959597095808,85.14755891313393,2.7,1990.0,2.0,16.0,2.44
47.0,100.0,0.136,21.07,36.63706703223722,216.7,0.09,0.0,14.63,1.87,0.011014461904601591,60.168496122045404,5.114318586641531,88.25203839239475,3.8,1990.0,2.0,16.0,1.11
47.0,120.0,0.136,21.05,36.64547766177344,216.3,0.11,0.0,16.31,2.77,0.010585590171482306,59.46447957595052,5.14362675167385,81.80869966350929,2.7,1990.0,2.0,16.0,0.45
47.0,140.0,0.112,21.03,36.639828567770365,217.6,0.0,0.0,14.91,2.57,0.010394189476243598,59.15113066864584,5.151851397272921,77.98049840822796,3.3,1990.0,2.0,16.0,-0.04
53.0,1.0,0.118,20.839,36.65102306258754,224.4,0.11,0.0,26.91,3.54,0.013969999777918463,63.65289855063166,4.9348502450034175,96.59009831686194,4.853513762248557,1990.0,2.0,22.0,
53.0,20.0,0.116,20.839,36.64036688518937,218.8,0.26,0.0,24.14,3.23,0.013042760806485754,62.4108967066708,5.063182621814946,98.5057728635411,4.381756657221704,1990.0,2.0,22.0,
53.0,40.0,0.13,20.839,36.642636979988026,219.3,0.05,0.0,26.75,3.41,0.01309633026244561,61.96693011082925,4.976640293889844,90.65342883490734,4.481171147981925,1990.0,2.0,22.0,
53.0,60.0,0.117,20.829,36.65444273272729,221.4,0.05,0.0,39.56,3.54,0.013933367195794966,61.19030855447225,4.778991661799324,87.26046766689365,4.746689993761905,1990.0,2.0,22.0,
53.0,80.0,0.127,20.809,36.650765480238945,225.1,0.0,0.0,28.76,3.54,0.013172164570942557,61.30979903789316,4.951303846077437,87.42504980213175,4.754420580742838,1990.0,2.0,22.0,
53.0,100.0,0.141,20.809,36.642813200617795,221.0,0.0,0.0,21.39,2.91,0.011946767603525088,60.376564690908495,5.07713540293669,87.45487624881912,4.290215183822593,1990.0,2.0,22.0,
53.0,120.0,0.133,20.789,36.63812141620828,221.4,0.0,0.0,16.77,2.98,0.011353843508671024,59.95372474994231,5.182935014117618,85.90085435452124,4.204694698462841,1990.0,2.0,22.0,
53.0,140.0,0.137,20.789,36.63597605197708,221.8,0.08,0.0,22.33,3.6,0.011766079857873257,59.27356204922539,5.1782554882018985,85.03478405054193,4.325844104242545,1990.0,2.0,22.0,
72.0,1.0,0.104,20.367,36.66221893240111,220.9,0.0,0.0,18.01,2.53,0.012302672033054074,63.140477315241924,4.891481369544408,92.0302610970291,3.8,1990.0,3.0,13.0,7.38
72.0,20.0,0.103,20.338,36.653878855488536,221.8,0.0,0.0,19.66,3.06,0.012587412793687525,62.741282113167316,4.928919049933143,90.33546758454622,4.3,1990.0,3.0,13.0,8.6
72.0,40.0,0.186,20.152,36.66257063200115,221.8,0.52,0.0,18.53,3.08,0.012346633968117693,61.41849866627365,5.122098912260043,107.7111192951329,3.1,1990.0,3.0,13.0,7.45
72.0,60.0,0.164,20.14,36.65828082529921,220.5,0.0,0.0,17.01,3.0,0.011825493215810778,61.181426700906435,5.004065282841125,89.45750094192658,3.5,1990.0,3.0,13.0,3.95
72.0,80.0,0.242,20.069,36.64258218540392,218.4,0.07,0.0,15.88,3.28,0.012082959644747315,60.370521292932146,5.112759167316298,94.84379139383645,3.9,1990.0,3.0,13.0,0.95
72.0,100.0,0.212,20.031,36.63640675295954,219.2,0.1,0.0,13.33,2.98,0.011694723505574933,59.88392233219615,5.182932549154728,94.95195591971469,4.3,1990.0,3.0,13.0,0.34
72.0,120.0,0.057,19.316,36.63987187548836,205.6,1.32,0.0,9.66,1.34,0.008699451538829839,56.00753118496887,5.633801292704561,118.39195902767733,1.6,1990.0,3.0,13.0,0.16
72.0,140.0,0.057,18.925,36.62719304931344,204.3,2.06,0.0,6.06,1.06,0.008405480684412159,54.45598664988542,5.983264736141891,141.78891665916808,1.6,1990.0,3.0,13.0,0.19
107.0,1.0,0.085,21.891,36.63854944409057,224.9,0.04,0.0,47.83,5.71,0.015348486864836142,64.65808236529153,4.614238046422656,84.78563843702273,5.5,1990.0,4.0,17.0,13.18
107.0,20.0,0.086,21.696,36.63163398217846,224.9,0.05,0.0,43.84,6.34,0.01498713533540691,64.15469563075146,4.751400926643242,82.52230915702057,5.4,1990.0,4.0,17.0,14.03
107.0,40.0,0.205,21.51,36.61436616103022,223.6,0.06,0.0,34.32,5.51,0.014790795807626156,63.45218986075242,4.918454050966886,93.89889683782985,6.1,1990.0,4.0,17.0,9.69
107.0,60.0,0.34,21.172,36.62156815031297,222.7,0.0,0.0,34.21,5.92,0.0149778198595516,62.44169568595127,4.930759951553071,95.8555557355885,5.4,1990.0,4.0,17.0,3.47
107.0,80.0,0.218,20.877,36.62132949394862,220.2,0.25,0.0,24.71,4.62,0.012923238418697802,61.21954965332142,5.140199754031073,98.0995936862862,4.8,1990.0,4.0,17.0,0.3
107.0,100.0,0.052,19.707,36.60818872150546,205.2,2.13,0.07,10.85,1.9,0.00916490986191898,56.505890902218674,5.97078705970533,147.64078596378818,2.5,1990.0,4.0,17.0,0.34
107.0,120.0,0.052,19.992,36.60358308111371,205.2,2.13,0.07,10.85,1.9,0.008887576174303857,56.13915879758126,5.990498104255423,145.92169822429287,2.5,1990.0,4.0,17.0,0.08
107.0,140.0,0.035,19.115,36.68682529425888,226.4,0.99,0.0,8.64,1.71,0.00888976827019583,57.596222307998566,5.4799929630833475,111.66864927632469,1.6,1990.0,4.0,17.0,0.07
129.0,1.0,0.033,21.89,36.65067247917788,222.3,0.05,0.0,20.13,3.2,0.011516849113555772,64.78295936999349,4.817508813552806,84.14494190180267,3.4,1990.0,5.0,9.0,4.63
129.0,20.0,0.033,21.19,36.654259760908054,221.8,0.05,0.0,18.97,2.9,0.011274742343622635,63.572485343782425,4.85945502976341,84.43073643244315,3.5,1990.0,5.0,9.0,4.74
129.0,40.0,0.041,20.682,36.66391894005716,225.0,0.06,0.0,23.92,3.98,0.011855039346457652,62.86120561454903,4.852848011934768,80.96932099720175,3.4,1990.0,5.0,9.0,4.18
129.0,60.0,0.077,20.018,36.6592159352291,226.1,0.05,0.0,26.34,4.26,0.012594405400489506,61.88784674105805,4.876867329982247,83.26592584963464,4.3,1990.0,5.0,9.0,3.3
129.0,80.0,0.12,19.998,36.65971752962468,225.6,0.08,0.0,22.24,4.14,0.012023418863201407,61.21989319177479,4.9622185113235275,84.94024503916535,3.8,1990.0,5.0,9.0,1.86
129.0,100.0,0.158,18.899,36.61230017364075,207.7,1.58,0.0,16.79,3.42,0.011080456937180294,56.84715647418529,5.693371368855679,131.67964388633436,3.4,1990.0,5.0,9.0,0.9
129.0,120.0,0.17,18.841,36.61986214626303,211.9,1.81,0.0,12.01,2.38,0.010628891786742534,56.363316419251035,5.790614903539463,142.9871059528075,3.4,1990.0,5.0,9.0,0.4
129.0,140.0,0.057,18.802,36.615418862675384,201.3,2.77,0.04,6.48,1.3,0.007877729464537797,53.72275907610048,6.197720238320542,160.74162659907552,1.1,1990.0,5.0,9.0,0.27
173.0,1.0,0.024,25.067,36.58740540956702,209.9,0.05,0.0,26.4,5.12,0.010288895245408824,66.29424693956838,4.959950738275396,77.03522707193292,2.9,1990.0,6.0,22.0,5.59
173.0,20.0,0.024,23.404,36.61709585839675,212.7,0.08,0.0,38.66,6.11,0.011440971628328744,64.32648163684786,4.843656002974541,73.51177777585008,2.7,1990.0,6.0,22.0,5.16
173.0,40.0,0.043,21.809,36.639929983358016,222.8,0.05,0.0,31.0,4.86,0.011710977103526754,63.51085868441683,4.9039203267041955,83.4913425707116,3.8,1990.0,6.0,22.0,3.92
173.0,60.0,0.085,20.56,36.67349854568864,227.8,0.05,0.0,33.79,5.48,0.01203347909370267,62.2143911931899,4.876491113755293,82.44142812641849,2.9,1990.0,6.0,22.0,2.54
173.0,80.0,0.109,19.941,36.65865906540808,226.5,0.05,0.0,24.41,4.98,0.011513011658442873,61.27002634184399,5.071858365879592,87.15363043551974,3.6,1990.0,6.0,22.0,1.46
173.0,100.0,0.216,19.447,36.6652397229022,220.9,0.11,0.0,35.58,5.6,0.012225301182641757,59.27736922430126,4.9769419299911135,87.84542678660387,2.9,1990.0,6.0,22.0,0.38
173.0,120.0,0.146,19.296,36.6488595806538,215.4,0.64,0.0,21.3,4.98,0.010001384227135368,57.88942331254264,5.415891361369617,99.12222807258104,1.9,1990.0,6.0,22.0,0.12
173.0,140.0,0.055,18.915,36.642175211202705,211.5,1.82,0.05,9.53,2.49,0.0077225043457195275,55.545461526624074,5.9274621497547315,135.85595684372447,1.1,1990.0,6.0,22.0,0.15
198.0,1.0,0.024,27.166,36.60208910793003,211.1,0.09,0.04,5.55,0.94,0.006554237839358268,67.89961495211486,4.921559641798126,85.53417475651918,1.0,1990.0,7.0,17.0,2.56
198.0,20.0,0.034,25.741,36.62095500566078,229.8,0.05,0.0,26.55,4.18,0.010959787751895655,68.19192816597709,4.743086486844902,83.57912695360551,3.6,1990.0,7.0,17.0,3.87
198.0,40.0,0.093,21.882,36.63286614261432,226.2,0.05,0.0,29.41,4.73,0.01226100060774199,64.15861467745557,4.866810639982646,88.65647092130462,4.7,1990.0,7.0,17.0,2.6
198.0,60.0,0.058,21.219,36.62426743959,213.3,0.0,0.0,24.87,4.05,0.01034543791703274,61.725401265254426,4.974085138895276,80.52292255543716,3.6,1990.0,7.0,17.0,2.32
198.0,80.0,0.054,20.286,36.640403084925204,217.1,0.0,0.0,23.06,4.42,0.010236884723837214,60.79191191759196,5.035428137851923,79.0210186289587,3.3,1990.0,7.0,17.0,1.09
198.0,100.0,0.132,19.506,36.648998876870145,215.4,0.33,0.0,19.74,4.17,0.009840647683663717,59.02424106480918,5.21192973881972,91.92277983793383,2.4,1990.0,7.0,17.0,0.43
198.0,120.0,0.054,19.128,36.62857999395587,209.0,1.28,0.03,16.91,3.61,0.008762196541522216,56.76313027464972,5.636051757577803,115.94800503317788,2.1,1990.0,7.0,17.0,-0.05
198.0,140.0,0.049,18.935,36.62513014604904,209.0,2.11,0.08,11.3,2.67,0.007863147646540447,55.29447062515637,5.987473574849872,143.09506358546219,1.6,1990.0,7.0,17.0,0.02
226.0,1.0,0.02,28.259,36.540833979909095,203.1,0.0,0.04,18.9,1.63,0.008246267354679815,68.35503616751956,4.782310260828169,81.09570674154315,3.9,1990.0,8.0,14.0,2.67
226.0,20.0,0.019,27.368,36.57227791323124,205.1,0.0,0.0,19.94,2.25,0.007825976660523926,67.10314810218928,4.778033109685779,74.87502269254037,2.3,1990.0,8.0,14.0,3.14
226.0,40.0,0.028,24.032,36.631356402459296,227.7,0.0,0.0,25.58,2.74,0.010599878182005917,65.98581423972746,4.69696644332339,84.94336886115093,4.2,1990.0,8.0,14.0,1.65
226.0,60.0,0.041,22.945,36.654920142025,232.7,0.0,0.0,25.43,1.87,0.010718287361421053,64.798846942023,4.658527296850167,89.34111940353114,4.4,1990.0,8.0,14.0,2.74
226.0,80.0,0.051,22.229,36.62079514894416,227.9,0.0,0.0,22.37,2.24,0.01102313711316838,63.53207570389689,4.850299473131358,91.25315658623231,6.0,1990.0,8.0,14.0,1.33
